chr	start	end	strand	target_id	gene_name	pval	qval	num_aggregated_transcripts	sum_mean_obs_counts
chr6	47231532	47309905	-	ENSG00000146072.6	TNFRSF21	0.324219638424199	0.999993256694946	1	7.80717386176651
chr1	19682213	19799945	-	ENSG00000162542.13	TMCO4	0.324256317661949	0.999993256694946	8	37.8049497308869
chr14	95876392	95925571	+	ENSG00000250366.2	TUNAR	0.324289896566264	0.999993256694946	1	4.67103472591068
chr1	92832737	92961522	-	ENSG00000154511.12	DIPK1A	0.32437841700177	0.999993256694946	5	19.113918094219
chr16	29940885	29973050	+	ENSG00000149932.17	TMEM219	0.324409305534496	0.999993256694946	8	36.4228691657353
chr15	43185118	43197177	+	ENSG00000166946.14	CCNDBP1	0.324412671743926	0.999993256694946	12	53.7913111236828
chr7	30544053	30544431	+	ENSG00000226874.1	AC005154.1	0.324427813665374	0.999993256694946	1	1.68088819214496
chr2	130151392	130182750	-	ENSG00000136699.19	SMPD4	0.324493822417865	0.999993256694946	14	60.3334372346111
chr17	43640389	43661922	-	ENSG00000005102.14	MEOX1	0.3245509969575	0.999993256694946	1	4.48670274023542
chr21	46324141	46445769	+	ENSG00000160299.17	PCNT	0.324569756442926	0.999993256694946	8	31.7325756419854
chr19	23739195	23758891	-	ENSG00000196172.9	ZNF681	0.324646870400658	0.999993256694946	2	9.08605348277417
chr10	38094368	38360098	+	ENSG00000283930.1	AL117339.5	0.324665564211805	0.999993256694946	1	5.83853704633807
chr20	42072752	43189970	-	ENSG00000196090.12	PTPRT	0.324672358757283	0.999993256694946	4	14.581217044601
chr2	75652000	75710985	-	ENSG00000005436.14	GCFC2	0.324720005332366	0.999993256694946	9	39.7296027697139
chr6	154387515	154510685	-	ENSG00000153721.19	CNKSR3	0.324757759829475	0.999993256694946	5	25.3390762505642
chr2	241551424	241574131	+	ENSG00000176720.6	BOK	0.324805569677613	0.999993256694946	2	9.90166511058865
chr19	52927135	52942601	-	ENSG00000213801.4	ZNF321P	0.324838203148302	0.999993256694946	2	12.007710106146
chrX	23783173	23786226	+	ENSG00000130066.16	SAT1	0.324883313978867	0.999993256694946	9	55.756377742304
chr19	10305427	10316009	-	ENSG00000167807.15	AC011511.1	0.324965762241547	0.999993256694946	1	4.77748456581698
chr1	27872543	27886685	+	ENSG00000130775.16	THEMIS2	0.324984440306659	0.999993256694946	6	20.3562284200303
chr7	81946444	82443777	-	ENSG00000153956.16	CACNA2D1	0.324985440701085	0.999993256694946	12	47.1112799411193
chr16	57245259	57253635	+	ENSG00000102931.8	ARL2BP	0.325049951143701	0.999993256694946	3	10.5512803920984
chr6	106642463	106642928	+	ENSG00000216977.1	RPL21P65	0.325083192804508	0.999993256694946	1	2.94749937041652
chr17	22435390	22439033	+	ENSG00000266885.2	AC132825.4	0.325084396584146	0.999993256694946	1	2.7017679808023
chr22	50523568	50526461	-	ENSG00000284194.2	SCO2	0.325217829356038	0.999993256694946	3	8.88317613939878
chr6	55753653	55875590	-	ENSG00000112175.8	BMP5	0.325257372855704	0.999993256694946	1	4.78957097118027
chr5	151661096	151686975	-	ENSG00000113140.11	SPARC	0.325270087709746	0.999993256694946	7	37.8944367373507
chr17	16922915	16934839	-	ENSG00000128438.10	TBC1D27P	0.32531644897276	0.999993256694946	2	5.53633723757215
chr14	90061994	90185853	+	ENSG00000152315.5	KCNK13	0.325353121267626	0.999993256694946	1	3.26223259628578
chr2	87002559	87021852	-	ENSG00000183281.14	PLGLB1	0.325480547952703	0.999993256694946	4	15.9819455732453
chrX	18535079	18536120	+	ENSG00000236187.1	GJA6P	0.325494468835174	0.999993256694946	1	3.85047111772089
chr9	34191555	34191881	+	ENSG00000227383.1	AL353662.1	0.325507149901962	0.999993256694946	1	3.80456781599962
chr11	64934471	64935893	-	ENSG00000149735.7	GPHA2	0.325602169763738	0.999993256694946	1	1.42628816513196
chr15	30083053	30093499	+	ENSG00000179938.12	GOLGA8J	0.325628438982288	0.999993256694946	1	4.17119555743634
chr17	1934677	2025334	-	ENSG00000185924.7	RTN4RL1	0.32563527505283	0.999993256694946	1	5.83514792120015
chr19	17309518	17323298	+	ENSG00000130311.11	DDA1	0.325893757133049	0.999993256694946	5	18.6427840925094
chrX	12867072	12890361	+	ENSG00000196664.5	TLR7	0.326017766445059	0.999993256694946	1	5.97495419658197
chr16	70579895	70660682	+	ENSG00000157368.10	IL34	0.326035641999749	0.999993256694946	2	7.29522592630621
chr7	95583499	95596516	-	ENSG00000004799.8	PDK4	0.326185454206069	0.999993256694946	5	26.51125096539
chr5	181222499	181235808	+	ENSG00000146063.20	TRIM41	0.326214554048217	0.999993256694946	6	28.6189308049321
chr7	151341699	151378449	+	ENSG00000013374.16	NUB1	0.326263720684417	0.999993256694946	12	58.0336886436088
chr5	91476382	91477018	+	ENSG00000251356.1	RAB5CP2	0.326273051686155	0.999993256694946	1	1.42192618642489
chr10	11453946	11611754	-	ENSG00000148429.14	USP6NL	0.32632281205676	0.999993256694946	6	33.6123722764536
chr1	39895426	39902256	-	ENSG00000116990.11	MYCL	0.326363717821861	0.999993256694946	3	14.7629048307266
chr5	131949973	132012243	-	ENSG00000164398.14	ACSL6	0.326443629512674	0.999993256694946	5	11.1061718507986
chr7	75344015	75359550	-	ENSG00000278416.1	PMS2P2	0.326447089603712	0.999993256694946	1	2.6858790919868
chr1	62436297	62451804	+	ENSG00000162607.13	USP1	0.326448155342264	0.999993256694946	2	14.9009066595681
chr4	163323962	163344832	-	ENSG00000164128.7	NPY1R	0.326498456061224	0.999993256694946	1	5.12096493681153
chr4	148078762	148444698	-	ENSG00000151623.15	NR3C2	0.326538537914849	0.999993256694946	9	34.8303595027314
chr1	161663147	161678654	+	ENSG00000072694.21	FCGR2B	0.326577421910303	0.999993256694946	5	18.599031103676
chr15	70047790	70098176	-	ENSG00000140332.16	TLE3	0.326755085866579	0.999993256694946	12	58.0332717003451
chr17	64506865	64542461	+	ENSG00000258890.7	CEP95	0.326801150878483	0.999993256694946	14	62.0383267063813
chr12	4604944	4662643	+	ENSG00000272921.1	AC005832.4	0.326828960549016	0.999993256694946	1	4.864595145568
chr21	5022493	5040666	+	ENSG00000277117.5	FP565260.3	0.326885163083282	0.999993256694946	1	2.600529068089
chr13	51082119	51200252	-	ENSG00000226792.7	C13orf42	0.326991378478559	0.999993256694946	2	6.54024555377287
chr14	67659820	67690367	-	ENSG00000258466.5	AL049779.1	0.327149764090005	0.999993256694946	2	6.6711490284857
chr6	33208500	33212722	+	ENSG00000204227.5	RING1	0.32716246914127	0.999993256694946	2	6.9783419816789
chr9	136440096	136483759	-	ENSG00000148396.18	SEC16A	0.327177495121015	0.999993256694946	8	46.4187619954694
chr6	26198851	26199243	-	ENSG00000196866.2	H2AC7	0.327185360584511	0.999993256694946	1	6.19315222705309
chr16	29443056	29454964	-	ENSG00000183336.8	BOLA2	0.327187529383676	0.999993256694946	2	9.19695940763298
chrX	35864858	35869631	+	ENSG00000271519.1	AL590065.1	0.327221526507188	0.999993256694946	1	5.75700751304186
chr1	36322031	36324154	-	ENSG00000142694.6	EVA1B	0.327257736431624	0.999993256694946	2	9.32312209321638
chr19	34866352	34866919	+	ENSG00000270624.1	AC008555.3	0.327392018884221	0.999993256694946	1	2.3517890700722
chr5	123089241	123194266	+	ENSG00000061455.11	PRDM6	0.327463906227859	0.999993256694946	1	6.17379908572275
chr9	114323056	114326475	+	ENSG00000229314.5	ORM1	0.327466394906245	0.999993256694946	1	3.57965934792346
chr15	49156329	49156847	+	ENSG00000259467.1	NDUFAF4P1	0.327504576763446	0.999993256694946	1	1.8476777227156
chr7	152025674	152122340	+	ENSG00000178234.13	GALNT11	0.327548735793189	0.999993256694946	10	45.5187372647855
chr11	128686535	128813267	+	ENSG00000151702.17	FLI1	0.327580848863141	0.999993256694946	8	30.5120110289028
chr19	16111889	16134234	+	ENSG00000167461.12	RAB8A	0.327743415272737	0.999993256694946	7	29.0137483409909
chrX	85092287	85243961	-	ENSG00000184788.13	SATL1	0.327917690873851	0.999993256694946	1	6.49800084345273
chr1	225936598	225941383	-	ENSG00000143768.13	LEFTY2	0.328006382433597	0.999993256694946	2	4.74155406514218
chr4	4415742	4542346	-	ENSG00000168818.10	STX18	0.328016413322113	0.999993256694946	9	39.5744451801615
chr4	186191567	186213463	+	ENSG00000145476.16	CYP4V2	0.328206309521421	0.999993256694946	4	20.5757288340684
chr9	86264546	86283102	-	ENSG00000135070.15	ISCA1	0.328276062512348	0.999993256694946	3	16.6745603251705
chr6	134917393	134950115	-	ENSG00000118514.14	ALDH8A1	0.328281081985418	0.999993256694946	3	11.0437667255359
chr2	85354394	85391752	+	ENSG00000115459.18	ELMOD3	0.328316862489494	0.999993256694946	20	60.187468931833
chr9	99222064	99230615	+	ENSG00000106803.10	SEC61B	0.328358194901316	0.999993256694946	3	14.5685582147513
chr3	187217285	187292022	-	ENSG00000127241.16	MASP1	0.328545573642314	0.999993256694946	8	31.8076049020699
chr1	148748894	148750099	+	ENSG00000177144.7	NUDT4B	0.32855940986593	0.999993256694946	1	7.72151496814642
chr20	62143769	62182514	+	ENSG00000184402.15	SS18L1	0.328634934904852	0.999993256694946	4	17.1255584944364
chr19	10115014	10119918	-	ENSG00000130811.12	EIF3G	0.328690851740251	0.999993256694946	13	46.3570985481705
chr12	49096551	49110900	-	ENSG00000139636.15	LMBR1L	0.328704734238978	0.999993256694946	20	66.4928223007405
chr8	8228595	8244865	+	ENSG00000173295.7	FAM86B3P	0.328752000245756	0.999993256694946	5	14.6956461362994
chr2	229763838	229923239	-	ENSG00000153827.13	TRIP12	0.328764902609505	0.999993256694946	17	95.1056536661139
chr21	43053191	43076943	-	ENSG00000160200.17	CBS	0.328827790903474	0.999993256694946	13	50.2838525155701
chr10	6427143	6580301	-	ENSG00000065675.15	PRKCQ	0.329062970549036	0.999993256694946	2	4.24936357408088
chr19	11585246	11587135	+	ENSG00000249840.2	GAPDHP76	0.329095453716826	0.999993256694946	1	2.4585015533424
chr1	3735511	3747373	-	ENSG00000227372.12	TP73-AS1	0.32913538145486	0.999993256694946	18	54.5309345243013
chr3	10992186	11039247	+	ENSG00000157103.12	SLC6A1	0.329217252080323	0.999993256694946	8	22.7666901103459
chr2	105038069	105099960	+	ENSG00000135972.9	MRPS9	0.329296472919304	0.999993256694946	3	14.9920506208422
chr21	25734570	25772460	+	ENSG00000154727.10	GABPA	0.329297111716078	0.999993256694946	3	17.6414406618493
chr6	149942014	149949235	+	ENSG00000131015.5	ULBP2	0.32929741459907	0.999993256694946	1	3.14843156493672
chr3	125446650	125520202	-	ENSG00000114520.11	SNX4	0.329307888557967	0.999993256694946	5	24.2953803707593
chr22	31325804	31346346	-	ENSG00000100105.18	PATZ1	0.329335737905938	0.999993256694946	6	34.6247164824007
chr6	52497408	52577060	-	ENSG00000065308.5	TRAM2	0.329346410413007	0.999993256694946	1	7.84797453548915
chr19	2754715	2783282	-	ENSG00000104969.10	SGTA	0.329466902553626	0.999993256694946	5	21.1691979258118
chr18	52340197	53535903	+	ENSG00000187323.12	DCC	0.329476685795914	0.999993256694946	3	7.82562499467949
chr6	41780349	41790141	+	ENSG00000124593.16	AL365205.1	0.329541214764208	0.999993256694946	3	15.8931768006393
chr6	46204729	46207386	+	ENSG00000229349.2	ACTG1P9	0.329561170817841	0.999993256694946	1	3.78760994723609
chr17	63432304	63446354	-	ENSG00000008283.16	CYB561	0.329565775024744	0.999993256694946	13	47.534552848553
chr19	54189938	54194536	+	ENSG00000170892.12	TSEN34	0.329678237157165	0.999993256694946	2	6.85872282128824
chr11	47214465	47239240	+	ENSG00000134574.11	DDB2	0.329725281940653	0.999993256694946	10	38.4553283115517
chr1	46040140	46133036	-	ENSG00000117461.15	PIK3R3	0.329788882648596	0.999993256694946	7	29.6342141508685
chr15	33866227	34039204	-	ENSG00000169857.8	AVEN	0.329798460808429	0.999993256694946	2	9.12488731576558
chr16	68264516	68301823	+	ENSG00000103064.15	SLC7A6	0.329827267846786	0.999993256694946	8	28.340929367203
chr1	25543606	25568886	+	ENSG00000157978.12	LDLRAP1	0.329910189396773	0.999993256694946	5	15.9406487126255
chr20	63939829	63956416	-	ENSG00000198276.16	UCKL1	0.329933641513861	0.999993256694946	7	29.1789698335597
chr20	35278911	35284985	-	ENSG00000242372.8	EIF6	0.329938090406977	0.999993256694946	6	22.9865888086512
chr1	70205682	70253052	+	ENSG00000116754.13	SRSF11	0.330024933425401	0.999993256694946	15	84.2338704609609
chr19	57571566	57578911	-	ENSG00000083817.9	ZNF416	0.330057579141215	0.999993256694946	1	6.06607170190374
chr1	77129114	77129668	+	ENSG00000226084.5	AC113935.1	0.330167669865393	0.999993256694946	1	2.47358427905694
chr6	17759183	17987635	-	ENSG00000137177.20	KIF13A	0.330175766342783	0.999993256694946	11	56.4868006964832
chr9	63111255	63127100	-	ENSG00000182021.10	AL591379.1	0.330180495222969	0.999993256694946	3	9.03492621856254
chr11	64746389	64759974	-	ENSG00000068976.14	PYGM	0.330182431163683	0.999993256694946	3	11.5426791908059
chr1	93079235	93139079	+	ENSG00000143033.18	MTF2	0.330230823696455	0.999993256694946	12	49.983474974704
chr9	67832765	67920552	+	ENSG00000260691.6	ANKRD20A1	0.330248370065868	0.999993256694946	4	18.7465885485734
chr11	126067539	126068601	+	ENSG00000254759.1	NAP1L1P1	0.330433851810206	0.999993256694946	1	1.96889342195009
chr3	119468963	119494708	+	ENSG00000163389.12	POGLUT1	0.330444210054172	0.999993256694946	7	28.0534132270912
chr6	169419969	169702047	-	ENSG00000285733.1	AL031315.1	0.33055951852983	0.999993256694946	3	12.823908871891
chr7	23680130	23703249	+	ENSG00000188732.11	FAM221A	0.330631381317299	0.999993256694946	7	27.7483886560597
chr19	35995199	35996315	+	ENSG00000205138.3	SDHAF1	0.330673438078452	0.999993256694946	1	6.01348193913082
chr4	99070978	99088801	-	ENSG00000197894.11	ADH5	0.330717603888344	0.999993256694946	10	45.5007640500072
chr3	27372721	27484420	-	ENSG00000033867.16	SLC4A7	0.330839065973814	0.999993256694946	13	63.4107496219347
chr9	92840955	92841688	-	ENSG00000275318.1	AL136981.2	0.330928903524454	0.999993256694946	1	5.28181342972954
chr3	115623324	115721490	+	ENSG00000172020.12	GAP43	0.330942666800788	0.999993256694946	1	2.64072683543395
chr11	6606294	6612539	-	ENSG00000166337.10	TAF10	0.331044888118073	0.999993256694946	5	26.4444896689799
chr6	30653119	30673006	-	ENSG00000204560.10	DHX16	0.331087450988695	0.999993256694946	2	9.09206972035654
chr8	25427847	25458476	-	ENSG00000104756.16	KCTD9	0.331181752909157	0.999993256694946	9	31.1362116884303
chr1	31790422	31816051	-	ENSG00000134668.12	SPOCD1	0.331405548800795	0.999993256694946	1	3.29775338004799
chr2	25822469	25822950	+	ENSG00000217643.1	PTGES3P2	0.331605277692157	0.999993256694946	1	1.3441196580672
chr20	53936777	54070594	-	ENSG00000064787.13	BCAS1	0.331665351826425	0.999993256694946	4	23.8968614629116
chr5	94618669	94739436	+	ENSG00000133302.13	SLF1	0.331695379226322	0.999993256694946	5	19.2659356585446
chr13	23243520	23247184	+	ENSG00000235205.1	TATDN2P3	0.331912467298642	0.999993256694946	1	1.44011650960008
chr11	105609994	105982092	+	ENSG00000152578.13	GRIA4	0.331928681466585	0.999993256694946	3	4.00120381799718
chr2	75046463	75199520	-	ENSG00000115353.11	TACR1	0.331948076413959	0.999993256694946	1	4.71325693763884
chr22	24952730	25197448	+	ENSG00000197077.13	KIAA1671	0.331950268423704	0.999993256694946	6	37.2635704963368
chr15	65726054	65891989	+	ENSG00000103769.10	RAB11A	0.332039850399646	0.999993256694946	7	42.1768159105147
chr17	81900745	81902905	+	ENSG00000183979.8	NPB	0.332130927365809	0.999993256694946	1	4.29809992127097
chr1	86914635	87109982	+	ENSG00000153936.17	HS2ST1	0.332298777097556	0.999993256694946	3	17.2381353712443
chr9	114587769	114598879	+	ENSG00000136888.7	ATP6V1G1	0.332340136127828	0.999993256694946	2	13.275707915501
chrX	101393273	101408012	-	ENSG00000102393.11	GLA	0.332379247546812	0.999993256694946	7	21.2293150679365
chr9	93121496	93134251	-	ENSG00000131669.10	NINJ1	0.332420173390452	0.999993256694946	3	14.5194117951965
chr4	90127535	91601913	+	ENSG00000184305.15	CCSER1	0.332515557331762	0.999993256694946	13	53.511835954012
chr12	10699089	10723323	-	ENSG00000060138.13	YBX3	0.332531498514044	0.999993256694946	14	76.0756879639286
chr8	8154308	8216916	+	ENSG00000249188.1	ENPP7P1	0.332599504626994	0.999993256694946	1	2.53589595235309
chr11	65089324	65111862	+	ENSG00000149823.9	VPS51	0.332698599455372	0.999993256694946	16	66.9728928633644
chr15	90233808	90245811	+	ENSG00000183208.12	GDPGP1	0.33291920331835	0.999993256694946	5	17.3926852200309
chr19	17390509	17394158	-	ENSG00000269720.2	CCDC194	0.332963067030103	0.999993256694946	1	2.43794264711289
chr20	57391396	57409333	+	ENSG00000132819.17	RBM38	0.332980405031743	0.999993256694946	3	12.2817801681337
chr9	133328776	133336188	-	ENSG00000148296.7	SURF6	0.333026865742207	0.999993256694946	2	9.60820989114605
chr1	206684944	206734283	+	ENSG00000162889.10	MAPKAPK2	0.33306484312749	0.999993256694946	4	18.5435259360176
chr2	85418931	85437029	+	ENSG00000152292.17	SH2D6	0.333152897055724	0.999993256694946	2	5.68647709571024
chr5	81329996	81394179	-	ENSG00000172497.9	ACOT12	0.333187217438765	0.999993256694946	1	1.54624717096286
chrX	149477104	149540926	-	ENSG00000241489.8	AC244197.3	0.333244658601931	0.999993256694946	4	25.3138038094098
chr9	133338312	133348131	-	ENSG00000148297.16	MED22	0.333277135228276	0.999993256694946	4	15.3883608185622
chr9	136981904	136986410	+	ENSG00000214402.7	LCNL1	0.333309527627353	0.999993256694946	1	3.77882186782227
chr6	149818757	149864359	-	ENSG00000120256.11	LRP11	0.333367809813204	0.999993256694946	2	9.85839358664502
chrX	17737449	17754988	+	ENSG00000047634.15	SCML1	0.33343337591264	0.999993256694946	5	20.7674777460614
chrX	47190861	47215128	+	ENSG00000130985.17	UBA1	0.333443993757564	0.999993256694946	8	40.7772067126156
chrX	55000363	55009057	+	ENSG00000169188.5	APEX2	0.33344521389032	0.999993256694946	2	9.22359597367203
chr17	76071961	76083666	+	ENSG00000186919.13	ZACN	0.333575771963151	0.999993256694946	1	1.68378657391004
chr7	140084746	140176983	-	ENSG00000006459.11	KDM7A	0.333598294812539	0.999993256694946	3	18.6261291375649
chr1	211476522	211492917	-	ENSG00000198570.5	RD3	0.33363770803547	0.999993256694946	2	4.77039763213397
chr12	57253762	57431005	-	ENSG00000179912.20	R3HDM2	0.333646066898321	0.999993256694946	12	62.8159231476997
chr12	56162359	56189567	-	ENSG00000139613.12	SMARCC2	0.333689887293102	0.999993256694946	14	70.7323568098667
chr17	48607232	48633572	-	ENSG00000260027.5	HOXB7	0.333709029820909	0.999993256694946	1	1.76752012143425
chr19	18306230	18323274	-	ENSG00000130520.10	LSM4	0.333739373980454	0.999993256694946	6	26.1768772780619
chr6	44387706	44450425	+	ENSG00000096401.8	CDC5L	0.333798550042764	0.999993256694946	1	8.49539541408218
chr12	104514029	104514439	+	ENSG00000258111.1	AC079316.1	0.333874840343963	0.999993256694946	1	2.26234549541737
chrX	71283192	71301168	+	ENSG00000147140.16	NONO	0.333989568388226	0.999993256694946	13	66.4140771715614
chr7	44565417	44575051	-	ENSG00000136271.10	DDX56	0.334117648816371	0.999993256694946	11	46.7474355194678
chr6	87344813	87365463	+	ENSG00000203872.7	C6orf163	0.334193642072921	0.999993256694946	4	14.6315281369813
chr11	118304730	118316175	+	ENSG00000198851.10	CD3E	0.334206900981654	0.999993256694946	4	8.31391445453368
chr12	121888809	121921470	+	ENSG00000256950.2	AC069503.2	0.334308962697126	0.999993256694946	1	3.01964829761319
chr1	32465057	32600792	+	ENSG00000254553.1	AL033529.1	0.334341756987572	0.999993256694946	1	3.82720185019316
chr3	133573730	133590261	+	ENSG00000091527.15	CDV3	0.334421366107793	0.999993256694946	7	31.4554882430796
chrX	155061622	155065519	-	ENSG00000288258.1	BX470111.1	0.334445977646481	0.999993256694946	1	5.01437524425964
chr19	33177603	33208864	+	ENSG00000130881.14	LRP3	0.334454874820345	0.999993256694946	4	19.2511411086859
chr17	38800441	38825355	-	ENSG00000273559.5	CWC25	0.334514624352633	0.999993256694946	6	19.7970652653268
chr17	3662895	3668679	-	ENSG00000213977.8	TAX1BP3	0.33451642973812	0.999993256694946	2	10.9897100833138
