chr_x	start_x	end_x	chr_y	start_y	end_y	loopID	Benign	Malignant
chr16	50340000	50390000	chr16	50640000	50670000	14558_14559	4	3
chr1	225460000	225500000	chr1	225750000	225790000	1455_1458	2	9
chr1	225460000	225500000	chr1	225830000	225860000	1455_1460	4	9
chr1	225460000	225500000	chr1	225940000	225990000	1455_1463	5	12
chr16	51810000	51830000	chr16	51960000	51990000	14567_14568	1	5
chr16	52040000	52080000	chr16	52890000	52940000	14570_14573	3	2
chr16	52040000	52080000	chr16	53000000	53030000	14570_14574	2	4
chr16	52170000	52210000	chr16	52890000	52940000	14571_14573	5	11
chr16	52170000	52210000	chr16	53000000	53030000	14571_14574	3	2
chr16	53050000	53060000	chr16	53200000	53220000	14575_14577	2	4
chr16	53750000	53800000	chr16	54920000	54960000	14585_14597	4	4
chr16	53880000	53930000	chr16	54920000	54960000	14587_14597	4	2
chr16	54260000	54290000	chr16	54920000	54960000	14592_14597	3	7
chr16	55450000	55480000	chr16	55680000	55730000	14600_14602	5	12
chr16	55450000	55480000	chr16	55830000	55860000	14600_14603	4	4
chr16	55680000	55730000	chr16	55830000	55860000	14602_14603	5	6
chr16	55930000	55960000	chr16	56310000	56330000	14604_14606	5	8
chr16	57290000	57310000	chr16	57410000	57430000	14611_14612	4	9
chr16	57290000	57310000	chr16	57510000	57530000	14611_14613	1	4
chr16	57870000	57910000	chr16	57990000	58030000	14619_14620	4	4
chr16	58330000	58350000	chr16	58480000	58500000	14621_14622	5	11
chr16	66960000	66990000	chr16	67150000	67180000	14640_14642	5	10
chr16	67510000	67550000	chr16	67640000	67660000	14646_14647	2	6
chr16	68370000	68390000	chr16	68500000	68540000	14654_14655	1	3
chr16	68850000	68910000	chr16	69100000	69130000	14659_14660	5	6
chr16	69140000	69170000	chr16	69280000	69300000	14661_14662	5	10
chr16	69370000	69410000	chr16	69730000	69760000	14663_14665	2	4
chr16	72800000	72850000	chr16	73040000	73070000	14679_14681	4	6
chr16	72800000	72850000	chr16	73170000	73200000	14679_14682	5	4
chr16	73560000	73580000	chr16	73870000	73890000	14683_14684	2	5
chr16	74700000	74720000	chr16	74850000	74870000	14689_14690	2	6
chr16	74990000	75010000	chr16	75100000	75130000	14691_14692	5	10
chr16	75200000	75230000	chr16	75380000	75410000	14693_14694	5	11
chr16	75780000	75810000	chr16	77150000	77170000	14698_14705	5	6
chr1	226620000	226650000	chr1	226730000	226750000	1469_1470	1	5
chr1	226620000	226650000	chr1	226820000	226840000	1469_1471	5	12
chr16	77230000	77250000	chr16	77570000	77590000	14707_14708	5	12
chr16	77230000	77250000	chr16	77650000	77660000	14707_14709	2	5
chr16	77670000	77690000	chr16	77960000	77990000	14710_14711	5	12
chr16	78110000	78140000	chr16	78220000	78250000	14713_14714	2	5
chr16	78490000	78530000	chr16	79580000	79640000	14715_14720	3	3
chr16	79580000	79640000	chr16	80070000	80090000	14720_14725	1	3
chr1	226890000	226930000	chr1	227420000	227450000	1472_1475	5	10
chr16	81010000	81030000	chr16	81710000	81750000	14730_14738	3	3
chr16	81190000	81220000	chr16	81710000	81750000	14733_14738	3	2
chr16	81370000	81420000	chr16	81710000	81750000	14735_14738	5	12
chr16	82030000	82050000	chr16	82220000	82240000	14739_14740	2	6
chr1	227110000	227150000	chr1	227420000	227450000	1473_1475	2	3
chr16	83950000	83970000	chr16	84460000	84500000	14747_14751	1	3
chr16	84170000	84200000	chr16	84460000	84500000	14749_14751	1	3
chr16	84260000	84300000	chr16	84460000	84500000	14750_14751	5	10
chr16	84510000	84530000	chr16	84610000	84640000	14752_14753	5	8
chr16	84710000	84770000	chr16	84940000	84970000	14754_14755	5	12
chr16	85810000	85840000	chr16	86000000	86030000	14762_14763	5	12
chr16	86060000	86090000	chr16	86500000	86530000	14764_14766	5	12
chr16	86330000	86360000	chr16	86500000	86530000	14765_14766	1	3
chr16	86550000	86580000	chr16	87050000	87070000	14767_14771	5	9
chr16	86550000	86580000	chr16	87270000	87300000	14767_14773	5	11
chr16	87770000	87790000	chr16	87890000	87920000	14779_14780	2	3
chr16	88420000	88450000	chr16	88520000	88550000	14783_14784	3	2
chr16	89300000	89350000	chr16	89480000	89540000	14791_14792	4	7
chr17	400000	420000	chr17	680000	710000	14796_14797	5	8
chr17	780000	810000	chr17	970000	1000000	14798_14800	4	12
chr17	1260000	1280000	chr17	1490000	1530000	14801_14803	2	8
chr17	1670000	1730000	chr17	2020000	2090000	14805_14811	2	3
chr17	1890000	1920000	chr17	2020000	2090000	14809_14811	4	8
chr17	1890000	1920000	chr17	2230000	2290000	14809_14812	2	6
chr1	228670000	228740000	chr1	229130000	229160000	1480_1484	1	4
chr1	228670000	228740000	chr1	229220000	229280000	1480_1486	6	7
chr17	2020000	2090000	chr17	2230000	2290000	14811_14812	6	12
chr17	2830000	2850000	chr17	3000000	3020000	14817_14818	5	11
chr17	4160000	4220000	chr17	4400000	4420000	14827_14829	5	12
chr17	4710000	4750000	chr17	4880000	4900000	14834_14836	5	8
chr17	5570000	5620000	chr17	6400000	6440000	14842_14847	5	12
chr17	6460000	6480000	chr17	6600000	6650000	14848_14849	2	3
chr17	6660000	6680000	chr17	6830000	6870000	14850_14852	1	5
chr17	6660000	6680000	chr17	6970000	7010000	14850_14854	2	4
chr17	7030000	7060000	chr17	7140000	7190000	14855_14856	4	9
chr17	7740000	7770000	chr17	7970000	8020000	14863_14866	3	4
chr1	229220000	229280000	chr1	229460000	229500000	1486_1487	5	11
chr17	8400000	8430000	chr17	8730000	8780000	14870_14873	5	12
chr17	8970000	9020000	chr17	9280000	9310000	14875_14879	4	2
chr17	8970000	9020000	chr17	9510000	9540000	14875_14880	5	12
chr17	9910000	9990000	chr17	10210000	10250000	14883_14886	3	7
chr17	9910000	9990000	chr17	10590000	10630000	14883_14889	4	8
chr17	10300000	10340000	chr17	10590000	10630000	14887_14889	5	11
chr1	229650000	229670000	chr1	230290000	230320000	1488_1492	5	11
chr17	10640000	10660000	chr17	10830000	10900000	14890_14893	2	4
chr17	10730000	10760000	chr17	10830000	10900000	14892_14893	4	8
chr17	10830000	10900000	chr17	11130000	11150000	14893_14894	3	10
chr17	10830000	10900000	chr17	11630000	11660000	14893_14898	2	4
chr17	10830000	10900000	chr17	11920000	11990000	14893_14902	5	9
chr17	11230000	11260000	chr17	11630000	11660000	14896_14898	2	4
chr17	12170000	12210000	chr17	12990000	13010000	14905_14915	2	5
chr17	12240000	12280000	chr17	12650000	12680000	14906_14909	5	8
chr17	12240000	12280000	chr17	12990000	13010000	14906_14915	2	5
chr17	13570000	13610000	chr17	14280000	14320000	14918_14928	4	12
chr17	13570000	13610000	chr17	14920000	14940000	14918_14933	4	6
chr17	14060000	14090000	chr17	14280000	14320000	14925_14928	1	4
chr1	230630000	230650000	chr1	230760000	230820000	1493_1494	2	5
chr17	16980000	17020000	chr17	17130000	17160000	14949_14950	2	4
chr1	230760000	230820000	chr1	230910000	230930000	1494_1496	2	3
chr1	230760000	230820000	chr1	231190000	231220000	1494_1498	5	10
chr17	17340000	17370000	chr17	17560000	17590000	14952_14954	1	4
chr17	17340000	17370000	chr17	17620000	17650000	14952_14955	5	12
chr17	17660000	17700000	chr17	18020000	18050000	14956_14961	3	6
chr17	17860000	17890000	chr17	18020000	18050000	14959_14961	1	6
chr17	19350000	19370000	chr17	19440000	19460000	14962_14964	2	3
chr17	19510000	19530000	chr17	19740000	19770000	14965_14966	5	12
chr17	19990000	20000000	chr17	20100000	20130000	14967_14968	4	11
chr1	230910000	230930000	chr1	231190000	231220000	1496_1498	3	2
chr17	21100000	21140000	chr17	21240000	21280000	14972_14973	5	12
chr17	21100000	21140000	chr17	21500000	21530000	14972_14974	4	7
chr17	21240000	21280000	chr17	21500000	21530000	14973_14974	1	3
chr17	27230000	27250000	chr17	27330000	27380000	14975_14976	5	9
chr17	27230000	27250000	chr17	27580000	27620000	14975_14979	2	7
chr17	27330000	27380000	chr17	27580000	27620000	14976_14979	5	12
chr17	27420000	27480000	chr17	27580000	27620000	14977_14979	5	5
chr17	27780000	27810000	chr17	28240000	28260000	14982_14988	2	5
chr17	28720000	28780000	chr17	28890000	28930000	14995_14998	4	12
chr17	28960000	29000000	chr17	29100000	29120000	14999_15001	5	12
chr17	28960000	29000000	chr17	29200000	29240000	14999_15003	1	6
chr1	17470000	17510000	chr1	17600000	17620000	149_150	5	10
chr1	17470000	17510000	chr1	18540000	18610000	149_163	2	6
chr17	29320000	29380000	chr17	29530000	29570000	15005_15006	5	12
chr17	29580000	29670000	chr17	29760000	29840000	15007_15008	5	12
chr17	29580000	29670000	chr17	29910000	29940000	15007_15010	2	5
chr17	29760000	29840000	chr17	29910000	29940000	15008_15010	1	6
chr1	231340000	231370000	chr1	231580000	231600000	1500_1503	5	12
chr17	31000000	31020000	chr17	31210000	31230000	15025_15026	3	4
chr17	31420000	31460000	chr17	31520000	31580000	15029_15030	2	10
chr17	31420000	31460000	chr17	31830000	31870000	15029_15033	4	12
chr17	31520000	31580000	chr17	31730000	31740000	15030_15032	1	3
chr17	31520000	31580000	chr17	31830000	31870000	15030_15033	5	12
chr17	32460000	32510000	chr17	32740000	32800000	15035_15039	5	10
chr17	32460000	32510000	chr17	32860000	32940000	15035_15040	2	6
chr17	32740000	32800000	chr17	32860000	32940000	15039_15040	4	12
chr17	32990000	33060000	chr17	33640000	33700000	15042_15050	5	9
chr17	33730000	33790000	chr17	34130000	34170000	15051_15057	5	11
chr17	34190000	34220000	chr17	34350000	34380000	15058_15060	5	10
chr17	34410000	34460000	chr17	35080000	35210000	15061_15074	5	12
chr17	34410000	34460000	chr17	35510000	35550000	15061_15080	1	4
chr17	34540000	34580000	chr17	35080000	35210000	15064_15074	3	13
chr17	34620000	34660000	chr17	35080000	35210000	15065_15074	3	4
chr17	34970000	34990000	chr17	35080000	35210000	15072_15074	1	6
chr17	35080000	35210000	chr17	35510000	35550000	15074_15080	5	12
chr17	35300000	35330000	chr17	35510000	35550000	15077_15080	5	12
chr1	231840000	231900000	chr1	232610000	232660000	1507_1513	4	9
chr1	231840000	231900000	chr1	233230000	233260000	1507_1523	2	3
chr17	35580000	35630000	chr17	35740000	35760000	15081_15082	3	10
chr17	36590000	36650000	chr17	36900000	36930000	15085_15091	1	4
chr17	36590000	36650000	chr17	37030000	37060000	15085_15093	5	12
chr17	36590000	36650000	chr17	37210000	37280000	15085_15097	5	9
chr17	37210000	37280000	chr17	37360000	37400000	15097_15099	2	4
chr17	37660000	37690000	chr17	37780000	37830000	15104_15105	1	6
chr17	38970000	39000000	chr17	39140000	39170000	15110_15111	5	9
chr17	39620000	39630000	chr17	39740000	39760000	15116_15117	1	4
chr17	40000000	40030000	chr17	40160000	40190000	15118_15119	3	6
chr17	40390000	40450000	chr17	40540000	40560000	15122_15123	3	9
chr17	40600000	40630000	chr17	40780000	40830000	15124_15125	1	4
chr17	40600000	40630000	chr17	41650000	41680000	15124_15130	1	4
chr17	40780000	40830000	chr17	41650000	41680000	15125_15130	3	7
chr17	40840000	40920000	chr17	41310000	41330000	15126_15128	4	12
chr17	40840000	40920000	chr17	41520000	41570000	15126_15129	2	5
chr17	40840000	40920000	chr17	41650000	41680000	15126_15130	2	6
chr17	41520000	41570000	chr17	41650000	41680000	15129_15130	5	7
chr17	41950000	41970000	chr17	42100000	42120000	15132_15133	3	3
chr17	42310000	42330000	chr17	42500000	42530000	15135_15137	5	7
chr1	232610000	232660000	chr1	233000000	233030000	1513_1518	2	4
chr17	43570000	43580000	chr17	43670000	43700000	15146_15147	4	8
chr17	44190000	44220000	chr17	44320000	44350000	15151_15153	5	10
chr17	44900000	44930000	chr17	45010000	45030000	15157_15158	3	4
chr17	44900000	44930000	chr17	45090000	45120000	15157_15159	4	4
chr17	45220000	45280000	chr17	45380000	45400000	15161_15162	5	11
chr17	47210000	47240000	chr17	47310000	47330000	15166_15167	3	3
chr17	48020000	48060000	chr17	48580000	48630000	15170_15174	2	5
chr17	48140000	48170000	chr17	48580000	48630000	15171_15174	5	9
chr17	48320000	48350000	chr17	48580000	48630000	15172_15174	5	10
chr17	48470000	48490000	chr17	48580000	48630000	15173_15174	2	4
chr17	48660000	48690000	chr17	48870000	48890000	15175_15177	5	9
chr17	48660000	48690000	chr17	49020000	49040000	15175_15179	2	3
chr17	49410000	49450000	chr17	49550000	49590000	15182_15183	3	3
chr17	49550000	49590000	chr17	49690000	49720000	15183_15184	5	11
chr17	49550000	49590000	chr17	49830000	49880000	15183_15186	2	4
chr17	49830000	49880000	chr17	49990000	50010000	15186_15188	5	11
chr17	50540000	50560000	chr17	50680000	50710000	15193_15194	3	4
chr17	50830000	50870000	chr17	50950000	50970000	15196_15197	4	8
chr17	50980000	51010000	chr17	51140000	51160000	15198_15199	3	7
chr1	17640000	17680000	chr1	18080000	18120000	151_157	3	6
chr1	17640000	17680000	chr1	18540000	18610000	151_163	4	11
chr17	51750000	51780000	chr17	52090000	52120000	15204_15206	3	8
chr17	54980000	55020000	chr17	55320000	55370000	15209_15212	5	9
chr17	55830000	55870000	chr17	56310000	56330000	15219_15226	3	3
chr17	55830000	55870000	chr17	56690000	56740000	15219_15233	3	1
chr17	56580000	56600000	chr17	56690000	56740000	15231_15233	2	3
chr17	56810000	56830000	chr17	56920000	56960000	15235_15236	5	5
chr17	57110000	57150000	chr17	57730000	57760000	15237_15246	4	7
chr17	57110000	57150000	chr17	57800000	57840000	15237_15248	5	7
chr17	57110000	57150000	chr17	58090000	58150000	15237_15254	2	6
chr17	57220000	57270000	chr17	57660000	57690000	15238_15245	3	2
chr17	57220000	57270000	chr17	57730000	57760000	15238_15246	3	1
chr17	57850000	57880000	chr17	57980000	58020000	15249_15251	5	12
chr17	57850000	57880000	chr17	58090000	58150000	15249_15254	5	6
chr17	58300000	58330000	chr17	58430000	58470000	15257_15258	4	10
chr17	58510000	58540000	chr17	58980000	59020000	15260_15263	5	3
chr17	58550000	58610000	chr17	58980000	59020000	15261_15263	4	8
chr17	58700000	58730000	chr17	58980000	59020000	15262_15263	5	9
chr17	59300000	59330000	chr17	59430000	59450000	15265_15266	5	10
chr17	59730000	59760000	chr17	59840000	59880000	15269_15270	5	7
chr1	233380000	233470000	chr1	233770000	233800000	1526_1528	5	7
chr1	233380000	233470000	chr1	234050000	234080000	1526_1530	5	10
chr1	233380000	233470000	chr1	234300000	234340000	1526_1532	2	4
chr17	60710000	60750000	chr17	60970000	61010000	15275_15276	3	2
chr17	60710000	60750000	chr17	61370000	61430000	15275_15280	5	9
chr17	60710000	60750000	chr17	61540000	61600000	15275_15281	4	3
chr17	60970000	61010000	chr17	61370000	61430000	15276_15280	4	10
chr17	61370000	61430000	chr17	61540000	61600000	15280_15281	5	12
chr17	61610000	61650000	chr17	61810000	61850000	15282_15283	3	8
chr17	62670000	62710000	chr17	62960000	63010000	15289_15290	5	11
chr17	62670000	62710000	chr17	63380000	63450000	15289_15293	5	10
chr17	62960000	63010000	chr17	63380000	63450000	15290_15293	3	7
chr17	63080000	63110000	chr17	63380000	63450000	15292_15293	2	7
chr17	63380000	63450000	chr17	63590000	63620000	15293_15296	5	11
chr17	64020000	64070000	chr17	64260000	64320000	15299_15301	4	6
chr17	64130000	64160000	chr17	64260000	64320000	15300_15301	5	10
chr17	64260000	64320000	chr17	64410000	64430000	15301_15302	4	8
chr17	64940000	64970000	chr17	65090000	65160000	15307_15308	5	5
chr17	65210000	65300000	chr17	65530000	65580000	15309_15312	3	3
chr17	65210000	65300000	chr17	65950000	66000000	15309_15317	3	7
chr17	65210000	65300000	chr17	66140000	66180000	15309_15319	9	14
chr1	234120000	234150000	chr1	234300000	234340000	1531_1532	4	6
chr17	66210000	66280000	chr17	66550000	66590000	15320_15321	1	4
chr17	66210000	66280000	chr17	66610000	66680000	15320_15322	5	12
chr17	66710000	66730000	chr17	66890000	66910000	15324_15325	5	12
chr17	67360000	67390000	chr17	67460000	67490000	15328_15329	3	8
chr17	67360000	67390000	chr17	67600000	67630000	15328_15330	4	6
chr17	67360000	67390000	chr17	67680000	67710000	15328_15331	5	9
chr17	68170000	68210000	chr17	68390000	68490000	15333_15335	5	7
chr17	68240000	68280000	chr17	68390000	68490000	15334_15335	7	12
chr17	68390000	68490000	chr17	68750000	68790000	15335_15337	2	4
chr17	68510000	68560000	chr17	68750000	68790000	15336_15337	3	4
chr17	68510000	68560000	chr17	69220000	69250000	15336_15340	1	4
chr17	68750000	68790000	chr17	68960000	68990000	15337_15338	3	1
chr17	68750000	68790000	chr17	69220000	69250000	15337_15340	4	12
chr17	69320000	69350000	chr17	69490000	69530000	15341_15344	2	7
chr17	69540000	69560000	chr17	70610000	70650000	15345_15354	2	3
chr17	69570000	69610000	chr17	70120000	70170000	15346_15349	5	10
chr1	234470000	234530000	chr1	234590000	234620000	1534_1535	2	5
chr1	234470000	234530000	chr1	234710000	234750000	1534_1537	3	6
chr1	234470000	234530000	chr1	234850000	234920000	1534_1538	2	3
chr1	234470000	234530000	chr1	234960000	235010000	1534_1539	3	8
chr1	234470000	234530000	chr1	235060000	235100000	1534_1540	5	12
chr1	234470000	234530000	chr1	235410000	235450000	1534_1545	1	4
chr17	70750000	70790000	chr17	72520000	72590000	15356_15374	2	5
chr1	234590000	234620000	chr1	234710000	234750000	1535_1537	2	9
chr1	234590000	234620000	chr1	234850000	234920000	1535_1538	1	3
chr1	234590000	234620000	chr1	234960000	235010000	1535_1539	3	10
chr1	234590000	234620000	chr1	235060000	235100000	1535_1540	5	11
chr17	71450000	71500000	chr17	72090000	72170000	15362_15367	4	10
chr17	71450000	71500000	chr17	72520000	72590000	15362_15374	3	7
chr17	72090000	72170000	chr17	72390000	72430000	15367_15371	1	5
chr17	72090000	72170000	chr17	72520000	72590000	15367_15374	4	8
chr17	72520000	72590000	chr17	72700000	72740000	15374_15375	5	8
chr17	72520000	72590000	chr17	73150000	73190000	15374_15378	3	9
chr17	72700000	72740000	chr17	73150000	73190000	15375_15378	4	11
chr17	72700000	72740000	chr17	73220000	73270000	15375_15379	4	6
chr17	72700000	72740000	chr17	73350000	73400000	15375_15380	4	7
chr17	72960000	73000000	chr17	73150000	73190000	15377_15378	4	8
chr17	73220000	73270000	chr17	73350000	73400000	15379_15380	5	11
chr1	234710000	234750000	chr1	234850000	234920000	1537_1538	1	5
chr1	234710000	234750000	chr1	234960000	235010000	1537_1539	5	5
chr1	234710000	234750000	chr1	235060000	235100000	1537_1540	5	10
chr17	73410000	73440000	chr17	73620000	73660000	15381_15382	4	4
chr17	73410000	73440000	chr17	73690000	73740000	15381_15383	5	9
chr17	73410000	73440000	chr17	74160000	74200000	15381_15386	4	8
chr17	74360000	74380000	chr17	74460000	74490000	15388_15389	5	10
chr1	234850000	234920000	chr1	235060000	235100000	1538_1540	4	5
chr17	75280000	75320000	chr17	75400000	75430000	15395_15396	3	5
chr1	234960000	235010000	chr1	235060000	235100000	1539_1540	2	5
chr17	76010000	76030000	chr17	76270000	76310000	15402_15404	3	3
chr17	76100000	76130000	chr17	76270000	76310000	15403_15404	4	6
chr17	76850000	76880000	chr17	77050000	77100000	15411_15412	5	11
chr17	77050000	77100000	chr17	77230000	77280000	15412_15413	5	12
chr17	77310000	77350000	chr17	77480000	77510000	15415_15417	4	10
chr17	77530000	77560000	chr17	77880000	77910000	15418_15420	2	4
chr17	77530000	77560000	chr17	78000000	78040000	15418_15423	5	10
chr1	235110000	235160000	chr1	235410000	235450000	1541_1545	2	5
chr17	78260000	78300000	chr17	78420000	78430000	15429_15430	4	6
chr17	78480000	78510000	chr17	78680000	78710000	15431_15432	2	3
chr17	78850000	78870000	chr17	78960000	78980000	15437_15438	5	9
chr17	79050000	79110000	chr17	79380000	79420000	15440_15443	5	12
chr17	79050000	79110000	chr17	79690000	79720000	15440_15444	3	8
