loop_chr_x	loop_start_x	loop_end_x	loop_chr_y	loop_start_y	loop_end_y	loop_anchor_ID_x	loop_anchor_ID_y	loop_loopID	loop_Loop_Type	peak_chr	peak_start	peak_end	peak_Conc_T2E	peak_Conc_NonT2E	peak_Fold	peak_p.value	peak_FDR
chr8	101280000	101350000	chr8	101610000	101650000	8915	8920	8915_8920	shared	chr8	101327324	101327825	5.22	5.89	-0.68	0.0207	0.0976
chr8	101280000	101350000	chr8	102180000	102250000	8915	8923	8915_8923	shared	chr8	101327324	101327825	5.22	5.89	-0.68	0.0207	0.0976
chr10	8040000	8070000	chr10	9180000	9220000	9963	9974	9963_9974	shared	chr10	8057668	8058169	5.03	3.86	1.17	0.0207	0.0978
chr4	5030000	5070000	chr4	5790000	5820000	4343	4348	4343_4348	shared	chr4	5050931	5051432	6.33	5.71	0.62	0.0208	0.0979
chr11	30320000	30360000	chr11	30850000	30890000	11078	11081	11078_11081	shared	chr11	30346535	30347036	4.22	5.05	-0.83	0.0209	0.0981
chr18	79380000	79400000	chr18	79520000	79540000	15890	15891	15890_15891	shared	chr18	79394275	79394776	7.66	7.05	0.61	0.0209	0.0981
chr18	79380000	79400000	chr18	79630000	79660000	15890	15892	15890_15892	shared	chr18	79394275	79394776	7.66	7.05	0.61	0.0209	0.0981
chr7	99030000	99050000	chr7	99290000	99360000	7991	7994	7991_7994	shared	chr7	99030195	99030696	4.93	3.89	1.05	0.0209	0.0981
chr17	64020000	64070000	chr17	64130000	64160000	15299	15300	15299_15300	shared	chr17	64062916	64063417	5.22	4.53	0.69	0.0209	0.0982
chr17	64020000	64070000	chr17	64260000	64320000	15299	15301	15299_15301	shared	chr17	64062916	64063417	5.22	4.53	0.69	0.0209	0.0982
chr11	119640000	119670000	chr11	120090000	120140000	11670	11675	11670_11675	shared	chr11	119666505	119667006	4.91	3.69	1.22	0.0209	0.0982
chr22	43970000	44010000	chr22	44600000	44640000	17230	17234	17230_17234	shared	chr22	43995765	43996266	5.34	4.49	0.85	0.0209	0.0982
chr2	69550000	69570000	chr2	69700000	69740000	2074	2075	2074_2075	shared	chr2	69559936	69560437	4.45	5.21	-0.76	0.021	0.0984
chr2	37970000	37990000	chr2	38250000	38290000	1850	1853	1850_1853	shared	chr2	37982246	37982747	4.83	5.48	-0.64	0.021	0.0984
chr3	186830000	186860000	chr3	187150000	187180000	4216	4219	4216_4219	shared	chr3	186842431	186842932	3.83	4.78	-0.95	0.021	0.0985
chr9	120740000	120770000	chr9	120940000	120980000	9742	9744	9742_9744	shared	chr9	120756005	120756506	5.37	5.98	-0.61	0.021	0.0985
chr9	120740000	120770000	chr9	121050000	121070000	9742	9745	9742_9745	shared	chr9	120756005	120756506	5.37	5.98	-0.61	0.021	0.0985
chr1	94030000	94070000	chr1	94320000	94350000	726	729	726_729	shared	chr1	94036345	94036846	5.85	5.22	0.63	0.0211	0.0987
chr2	109110000	109140000	chr2	109490000	109520000	2289	2293	2289_2293	shared	chr2	109124944	109125445	4.99	4.14	0.85	0.0211	0.0987
chr3	104570000	104620000	chr3	105360000	105380000	3701	3703	3701_3703	shared	chr3	104602098	104602599	5.08	5.88	-0.81	0.0211	0.0988
chr3	104570000	104620000	chr3	105500000	105530000	3701	3704	3701_3704	shared	chr3	104602098	104602599	5.08	5.88	-0.81	0.0211	0.0988
chr2	46050000	46090000	chr2	46280000	46300000	1908	1909	1908_1909	shared	chr2	46065821	46066322	4.9	4.06	0.84	0.0211	0.0989
chr9	107460000	107510000	chr9	108270000	108290000	9631	9639	9631_9639	shared	chr9	107484058	107484559	3.6	4.74	-1.14	0.0212	0.0989
chr9	107460000	107510000	chr9	108550000	108580000	9631	9642	9631_9642	shared	chr9	107484058	107484559	3.6	4.74	-1.14	0.0212	0.0989
chr9	107460000	107510000	chr9	108750000	108780000	9631	9643	9631_9643	shared	chr9	107484058	107484559	3.6	4.74	-1.14	0.0212	0.0989
chr1	16070000	16090000	chr1	16180000	16200000	137	138	137_138	shared	chr1	16073222	16073723	6.83	6.02	0.81	0.0212	0.099
chr3	149950000	149980000	chr3	150180000	150200000	4008	4009	4008_4009	shared	chr3	149970831	149971332	7.47	6.91	0.55	0.0212	0.0991
chr3	149950000	149980000	chr3	150480000	150500000	4008	4014	4008_4014	shared	chr3	149970831	149971332	7.47	6.91	0.55	0.0212	0.0991
chr12	68860000	68890000	chr12	69060000	69080000	12281	12282	12281_12282	shared	chr12	68889640	68890141	5.18	4.18	1	0.0213	0.0992
chr5	131150000	131180000	chr5	131390000	131420000	5783	5786	5783_5786	shared	chr5	131164647	131165148	8.1	7.65	0.45	0.0213	0.0993
chr15	36870000	36900000	chr15	37090000	37140000	13809	13810	13809_13810	shared	chr15	36885097	36885598	5.16	4.27	0.89	0.0213	0.0993
chr3	50580000	50630000	chr3	51340000	51390000	3417	3425	3417_3425	shared	chr3	50627574	50628075	4.62	3.76	0.86	0.0214	0.0994
chr4	82840000	82910000	chr4	83010000	83030000	4688	4689	4688_4689	shared	chr4	82890813	82891314	7.96	7.56	0.41	0.0214	0.0994
chr2	43220000	43290000	chr2	43460000	43530000	1889	1892	1889_1892	shared	chr2	43273327	43273828	4.96	4.14	0.82	0.0214	0.0994
chr1	113120000	113160000	chr1	113660000	113700000	817	822	817_822	shared	chr1	113141477	113141978	3.8	4.84	-1.03	0.0214	0.0995
chr7	46770000	46790000	chr7	47070000	47120000	7640	7642	7640_7642	T2E-specific	chr7	46786310	46786811	4.98	2.95	2.03	0.0214	0.0995
chr10	113680000	113710000	chr10	114090000	114120000	10700	10705	10700_10705	shared	chr10	113708951	113709452	5.38	4.69	0.69	0.0214	0.0995
chr11	117790000	117850000	chr11	118040000	118090000	11651	11653	11651_11653	shared	chr11	117816359	117816860	5.69	4.89	0.8	0.0214	0.0995
chr11	117790000	117850000	chr11	117930000	117970000	11651	11652	11651_11652	T2E-specific	chr11	117816359	117816860	5.69	4.89	0.8	0.0214	0.0995
chr11	66550000	66590000	chr11	66670000	66710000	11344	11345	11344_11345	shared	chr11	66558939	66559440	4.5	3.18	1.33	0.0214	0.0996
chr8	140460000	140490000	chr8	140630000	140640000	9143	9145	9143_9145	shared	chr8	140465661	140466162	5.41	6.07	-0.66	0.0214	0.0996
chr10	17600000	17630000	chr10	17730000	17750000	10052	10053	10052_10053	shared	chr10	17616984	17617485	7.26	6.62	0.64	0.0215	0.0996
chr10	17600000	17630000	chr10	18210000	18240000	10052	10058	10052_10058	shared	chr10	17616984	17617485	7.26	6.62	0.64	0.0215	0.0996
chr8	19340000	19420000	chr8	19750000	19800000	8444	8448	8444_8448	shared	chr8	19389150	19389651	5.29	5.98	-0.69	0.0215	0.0997
chr8	19340000	19420000	chr8	19820000	19850000	8444	8449	8444_8449	shared	chr8	19389150	19389651	5.29	5.98	-0.69	0.0215	0.0997
chr8	19340000	19420000	chr8	20110000	20140000	8444	8452	8444_8452	shared	chr8	19389150	19389651	5.29	5.98	-0.69	0.0215	0.0997
chr4	74890000	74940000	chr4	75470000	75500000	4618	4619	4618_4619	shared	chr4	74902987	74903488	5.12	4.42	0.7	0.0215	0.0998
chr7	22560000	22570000	chr7	22720000	22730000	7451	7452	7451_7452	shared	chr7	22563442	22563943	5.46	4.61	0.86	0.0215	0.0998
chr18	36080000	36100000	chr18	36270000	36290000	15683	15685	15683_15685	shared	chr18	36097659	36098160	5.3	5.99	-0.68	0.0215	0.0998
chr1	94030000	94070000	chr1	94320000	94350000	726	729	726_729	shared	chr1	94037449	94037950	5.47	4.84	0.64	0.0215	0.0998
chr4	88190000	88250000	chr4	88470000	88550000	4736	4737	4736_4737	shared	chr4	88247261	88247762	2.99	4.46	-1.47	0.0215	0.0998
chr16	78110000	78140000	chr16	78220000	78250000	14713	14714	14713_14714	shared	chr16	78125114	78125615	4.55	5.29	-0.74	0.0216	0.0999
chr15	45430000	45470000	chr15	45600000	45620000	13852	13853	13852_13853	shared	chr15	45442326	45442827	4.87	3.87	1	0.0216	0.1
chr22	32500000	32540000	chr22	32780000	32840000	17116	17118	17116_17118	shared	chr22	32532606	32533107	5.64	4.88	0.76	0.0216	0.1
chr22	32500000	32540000	chr22	32970000	33020000	17116	17121	17116_17121	shared	chr22	32532606	32533107	5.64	4.88	0.76	0.0216	0.1
chr2	233430000	233480000	chr2	233710000	233730000	2998	3000	2998_3000	shared	chr2	233470289	233470790	5.27	4.42	0.86	0.0216	0.1
chr2	233430000	233480000	chr2	233820000	233850000	2998	3002	2998_3002	shared	chr2	233470289	233470790	5.27	4.42	0.86	0.0216	0.1
chr2	42070000	42120000	chr2	42310000	42360000	1879	1882	1879_1882	shared	chr2	42098057	42098558	5.84	5.27	0.57	0.0216	0.1
chr6	9400000	9440000	chr6	10390000	10450000	6250	6259	6250_6259	shared	chr6	9401858	9402359	3.05	4.48	-1.43	0.0216	0.1
chr11	65690000	65730000	chr11	65970000	66010000	11332	11336	11332_11336	shared	chr11	65712024	65712525	8.16	7.79	0.37	0.0216	0.1
chr22	32780000	32840000	chr22	32970000	33020000	17118	17121	17118_17121	shared	chr22	32826789	32827290	5.53	4.88	0.65	0.0217	0.1
chr22	41960000	41980000	chr22	42420000	42460000	17214	17217	17214_17217	shared	chr22	41976875	41977376	6.35	5.67	0.69	0.0217	0.1
chr5	55380000	55420000	chr5	55670000	55700000	5364	5368	5364_5368	shared	chr5	55390021	55390522	6.11	6.75	-0.64	0.0217	0.1
chr5	149340000	149380000	chr5	149550000	149580000	5955	5957	5955_5957	shared	chr5	149371390	149371891	5.23	4.56	0.68	0.0217	0.1
chr20	31820000	31850000	chr20	31950000	31960000	16443	16444	16443_16444	shared	chr20	31842931	31843432	5.73	4.93	0.8	0.0217	0.1
chr20	31820000	31850000	chr20	32010000	32060000	16443	16445	16443_16445	shared	chr20	31842931	31843432	5.73	4.93	0.8	0.0217	0.1
chr6	30710000	30750000	chr6	31070000	31100000	6447	6450	6447_6450	shared	chr6	30742100	30742601	8.12	7.74	0.38	0.0218	0.1
chr12	6930000	6960000	chr12	7100000	7120000	11869	11870	11869_11870	shared	chr12	6952073	6952574	5.8	4.92	0.89	0.0218	0.101
chr15	66370000	66390000	chr15	66490000	66500000	14003	14004	14003_14004	shared	chr15	66369961	66370462	6.09	5.34	0.75	0.0218	0.101
chr10	103850000	103910000	chr10	104100000	104130000	10659	10660	10659_10660	shared	chr10	103895843	103896344	5.23	4.49	0.74	0.0218	0.101
chr8	22610000	22670000	chr8	22890000	22930000	8476	8478	8476_8478	shared	chr8	22634428	22634929	3.59	4.69	-1.1	0.0219	0.101
chr8	22610000	22670000	chr8	23000000	23030000	8476	8479	8476_8479	shared	chr8	22634428	22634929	3.59	4.69	-1.1	0.0219	0.101
chr8	22680000	22720000	chr8	22890000	22930000	8477	8478	8477_8478	T2E-specific	chr8	22716243	22716744	4.73	3.83	0.9	0.0219	0.101
chr7	27190000	27250000	chr7	27570000	27600000	7488	7489	7488_7489	shared	chr7	27225616	27226117	4.43	5.25	-0.82	0.022	0.101
chr7	27190000	27250000	chr7	27740000	27800000	7488	7492	7488_7492	shared	chr7	27225616	27226117	4.43	5.25	-0.82	0.022	0.101
chr7	27190000	27250000	chr7	27910000	27930000	7488	7493	7488_7493	shared	chr7	27225616	27226117	4.43	5.25	-0.82	0.022	0.101
chr7	27190000	27250000	chr7	28000000	28040000	7488	7494	7488_7494	shared	chr7	27225616	27226117	4.43	5.25	-0.82	0.022	0.101
chr7	27190000	27250000	chr7	28090000	28100000	7488	7496	7488_7496	shared	chr7	27225616	27226117	4.43	5.25	-0.82	0.022	0.101
chr12	49070000	49100000	chr12	49230000	49250000	12137	12138	12137_12138	shared	chr12	49091916	49092417	5.33	4.6	0.73	0.022	0.101
chr9	129470000	129500000	chr9	129590000	129630000	9829	9830	9829_9830	shared	chr9	129471248	129471749	5.08	4.3	0.78	0.022	0.101
chr6	146850000	146870000	chr6	147270000	147300000	7149	7155	7149_7155	shared	chr6	146866141	146866642	5.12	4.27	0.85	0.022	0.101
chr15	31190000	31210000	chr15	31470000	31500000	13778	13780	13778_13780	shared	chr15	31200830	31201331	5.55	4.69	0.86	0.022	0.101
chr6	4280000	4310000	chr6	4760000	4780000	6202	6205	6202_6205	shared	chr6	4281725	4282226	6.44	5.83	0.61	0.022	0.101
chr6	4280000	4310000	chr6	4920000	4960000	6202	6206	6202_6206	shared	chr6	4281725	4282226	6.44	5.83	0.61	0.022	0.101
chr17	78480000	78510000	chr17	78680000	78710000	15431	15432	15431_15432	shared	chr17	78484809	78485310	4.55	3.48	1.08	0.022	0.101
chr1	28080000	28100000	chr1	28200000	28220000	254	255	254_255	shared	chr1	28090636	28091137	5.39	5.95	-0.56	0.022	0.101
chr8	22610000	22670000	chr8	22890000	22930000	8476	8478	8476_8478	shared	chr8	22642204	22642705	5.37	4.63	0.73	0.0221	0.101
chr8	22610000	22670000	chr8	23000000	23030000	8476	8479	8476_8479	shared	chr8	22642204	22642705	5.37	4.63	0.73	0.0221	0.101
chr11	15620000	15660000	chr11	16590000	16650000	10997	11006	10997_11006	shared	chr11	15622589	15623090	3.67	4.79	-1.12	0.0221	0.101
chr1	87280000	87340000	chr1	87940000	87970000	683	686	683_686	shared	chr1	87328163	87328664	7.58	7.05	0.53	0.0222	0.102
chr1	87280000	87340000	chr1	88290000	88310000	683	690	683_690	shared	chr1	87328163	87328664	7.58	7.05	0.53	0.0222	0.102
chr1	87280000	87340000	chr1	88040000	88060000	683	687	683_687	T2E-specific	chr1	87328163	87328664	7.58	7.05	0.53	0.0222	0.102
chr6	1570000	1630000	chr6	2080000	2120000	6164	6170	6164_6170	shared	chr6	1601349	1601850	4.99	3.92	1.07	0.0222	0.102
chr6	1570000	1630000	chr6	2180000	2230000	6164	6172	6164_6172	shared	chr6	1601349	1601850	4.99	3.92	1.07	0.0222	0.102
chr6	1570000	1630000	chr6	2340000	2370000	6164	6174	6164_6174	shared	chr6	1601349	1601850	4.99	3.92	1.07	0.0222	0.102
chr6	1570000	1630000	chr6	2440000	2470000	6164	6175	6164_6175	shared	chr6	1601349	1601850	4.99	3.92	1.07	0.0222	0.102
chr6	1570000	1630000	chr6	2610000	2650000	6164	6178	6164_6178	shared	chr6	1601349	1601850	4.99	3.92	1.07	0.0222	0.102
chr6	1570000	1630000	chr6	2720000	2760000	6164	6181	6164_6181	shared	chr6	1601349	1601850	4.99	3.92	1.07	0.0222	0.102
chr16	69370000	69410000	chr16	69730000	69760000	14663	14665	14663_14665	shared	chr16	69400674	69401175	4.58	5.42	-0.83	0.0223	0.102
chr20	44180000	44230000	chr20	44300000	44320000	16585	16586	16585_16586	shared	chr20	44203276	44203777	4.35	5.26	-0.91	0.0223	0.102
chr20	44180000	44230000	chr20	44360000	44400000	16585	16587	16585_16587	T2E-specific	chr20	44203276	44203777	4.35	5.26	-0.91	0.0223	0.102
chr20	44180000	44230000	chr20	44450000	44500000	16585	16588	16585_16588	T2E-specific	chr20	44203276	44203777	4.35	5.26	-0.91	0.0223	0.102
chr20	44180000	44230000	chr20	44600000	44630000	16585	16589	16585_16589	T2E-specific	chr20	44203276	44203777	4.35	5.26	-0.91	0.0223	0.102
chr5	157930000	158020000	chr5	159090000	159170000	6010	6018	6010_6018	shared	chr5	157931065	157931566	4.56	3.55	1.01	0.0223	0.102
chr1	234470000	234530000	chr1	234590000	234620000	1534	1535	1534_1535	shared	chr1	234496854	234497355	4.49	5.35	-0.86	0.0223	0.102
chr1	234470000	234530000	chr1	234710000	234750000	1534	1537	1534_1537	shared	chr1	234496854	234497355	4.49	5.35	-0.86	0.0223	0.102
chr1	234470000	234530000	chr1	234850000	234920000	1534	1538	1534_1538	shared	chr1	234496854	234497355	4.49	5.35	-0.86	0.0223	0.102
chr1	234470000	234530000	chr1	234960000	235010000	1534	1539	1534_1539	shared	chr1	234496854	234497355	4.49	5.35	-0.86	0.0223	0.102
chr1	234470000	234530000	chr1	235060000	235100000	1534	1540	1534_1540	shared	chr1	234496854	234497355	4.49	5.35	-0.86	0.0223	0.102
chr1	234470000	234530000	chr1	235410000	235450000	1534	1545	1534_1545	nonT2E-specific	chr1	234496854	234497355	4.49	5.35	-0.86	0.0223	0.102
chr13	26480000	26520000	chr13	26680000	26720000	12774	12775	12774_12775	shared	chr13	26485788	26486289	5.84	5.22	0.63	0.0223	0.102
chr17	57850000	57880000	chr17	57980000	58020000	15249	15251	15249_15251	shared	chr17	57858248	57858749	4.29	5.09	-0.8	0.0223	0.102
chr17	57850000	57880000	chr17	58090000	58150000	15249	15254	15249_15254	shared	chr17	57858248	57858749	4.29	5.09	-0.8	0.0223	0.102
chr2	45970000	46030000	chr2	46350000	46380000	1907	1911	1907_1911	shared	chr2	46013200	46013701	4.38	5.1	-0.72	0.0223	0.102
chr2	45970000	46030000	chr2	46450000	46490000	1907	1912	1907_1912	shared	chr2	46013200	46013701	4.38	5.1	-0.72	0.0223	0.102
chr2	45970000	46030000	chr2	46870000	46930000	1907	1917	1907_1917	shared	chr2	46013200	46013701	4.38	5.1	-0.72	0.0223	0.102
chr3	14250000	14270000	chr3	14450000	14480000	3162	3163	3162_3163	shared	chr3	14252205	14252706	4.02	4.84	-0.81	0.0223	0.102
chr7	25380000	25410000	chr7	25550000	25580000	7473	7474	7473_7474	shared	chr7	25388354	25388855	4.72	3.48	1.24	0.0224	0.102
chr7	25380000	25410000	chr7	25820000	25910000	7473	7475	7473_7475	shared	chr7	25388354	25388855	4.72	3.48	1.24	0.0224	0.102
chr6	110660000	110690000	chr6	110910000	110990000	6880	6882	6880_6882	shared	chr6	110672947	110673448	3.11	4.62	-1.51	0.0224	0.102
chr12	93730000	93770000	chr12	94070000	94110000	12412	12418	12412_12418	shared	chr12	93745246	93745747	5.31	5.97	-0.67	0.0224	0.102
chr4	55300000	55370000	chr4	55540000	55560000	4562	4564	4562_4564	shared	chr4	55329387	55329888	4.24	3.1	1.14	0.0224	0.102
chr5	172680000	172730000	chr5	172910000	172950000	6097	6100	6097_6100	shared	chr5	172716701	172717202	6.77	6.26	0.5	0.0224	0.102
chr14	103790000	103810000	chr14	103900000	103920000	13737	13738	13737_13738	shared	chr14	103808118	103808619	3.66	4.63	-0.97	0.0224	0.102
chr15	92790000	92820000	chr15	92890000	92950000	14212	14213	14212_14213	shared	chr15	92809151	92809652	7.58	7.15	0.43	0.0224	0.102
chr21	39850000	39880000	chr21	40100000	40170000	16925	16927	16925_16927	nonT2E-specific	chr21	39868936	39869437	4.76	3.92	0.84	0.0224	0.102
chr3	133020000	133050000	chr3	133380000	133420000	3889	3890	3889_3890	shared	chr3	133038301	133038802	6.21	5.56	0.65	0.0224	0.102
chr8	107490000	107540000	chr8	107770000	107790000	8960	8961	8960_8961	shared	chr8	107529180	107529681	5.18	5.75	-0.58	0.0225	0.102
chr1	35550000	35580000	chr1	35710000	35740000	327	328	327_328	shared	chr1	35552452	35552953	4.02	4.87	-0.85	0.0225	0.102
chr6	1570000	1630000	chr6	2080000	2120000	6164	6170	6164_6170	shared	chr6	1625801	1626302	4.87	3.86	1.02	0.0225	0.103
chr6	1570000	1630000	chr6	2180000	2230000	6164	6172	6164_6172	shared	chr6	1625801	1626302	4.87	3.86	1.02	0.0225	0.103
chr6	1570000	1630000	chr6	2340000	2370000	6164	6174	6164_6174	shared	chr6	1625801	1626302	4.87	3.86	1.02	0.0225	0.103
chr6	1570000	1630000	chr6	2440000	2470000	6164	6175	6164_6175	shared	chr6	1625801	1626302	4.87	3.86	1.02	0.0225	0.103
chr6	1570000	1630000	chr6	2610000	2650000	6164	6178	6164_6178	shared	chr6	1625801	1626302	4.87	3.86	1.02	0.0225	0.103
chr6	1570000	1630000	chr6	2720000	2760000	6164	6181	6164_6181	shared	chr6	1625801	1626302	4.87	3.86	1.02	0.0225	0.103
chr1	228670000	228740000	chr1	229130000	229160000	1480	1484	1480_1484	shared	chr1	228728847	228729348	4.11	4.93	-0.82	0.0226	0.103
chr1	228670000	228740000	chr1	229220000	229280000	1480	1486	1480_1486	shared	chr1	228728847	228729348	4.11	4.93	-0.82	0.0226	0.103
chr17	1670000	1730000	chr17	2020000	2090000	14805	14811	14805_14811	shared	chr17	1724302	1724803	6.62	5.97	0.65	0.0226	0.103
chr12	55730000	55770000	chr12	55930000	55960000	12205	12207	12205_12207	shared	chr12	55759541	55760042	5.61	5	0.62	0.0226	0.103
chr10	95410000	95450000	chr10	95590000	95620000	10590	10591	10590_10591	shared	chr10	95446589	95447090	5.32	4.54	0.78	0.0226	0.103
chr13	33200000	33240000	chr13	33710000	33740000	12830	12836	12830_12836	shared	chr13	33205923	33206424	6.07	5.39	0.67	0.0226	0.103
chr13	33200000	33240000	chr13	33520000	33570000	12830	12834	12830_12834	T2E-specific	chr13	33205923	33206424	6.07	5.39	0.67	0.0226	0.103
chr18	58740000	58800000	chr18	58940000	58960000	15793	15795	15793_15795	shared	chr18	58763671	58764172	4.87	5.57	-0.7	0.0226	0.103
chr18	58740000	58800000	chr18	59050000	59080000	15793	15796	15793_15796	shared	chr18	58763671	58764172	4.87	5.57	-0.7	0.0226	0.103
chr12	13000000	13030000	chr12	13200000	13230000	11915	11917	11915_11917	shared	chr12	13024440	13024941	3.38	4.67	-1.3	0.0226	0.103
chr15	93020000	93100000	chr15	93960000	94000000	14216	14222	14216_14222	shared	chr15	93072554	93073055	7.31	6.75	0.56	0.0226	0.103
chr15	93020000	93100000	chr15	94110000	94130000	14216	14224	14216_14224	shared	chr15	93072554	93073055	7.31	6.75	0.56	0.0226	0.103
chr3	53350000	53390000	chr3	53700000	53720000	3444	3447	3444_3447	shared	chr3	53379101	53379602	4.68	3.49	1.19	0.0227	0.103
chr2	33020000	33050000	chr2	33350000	33390000	1828	1829	1828_1829	shared	chr2	33048016	33048517	4.87	3.8	1.07	0.0227	0.103
chr14	60610000	60660000	chr14	61000000	61040000	13397	13400	13397_13400	shared	chr14	60643002	60643503	5.86	5.21	0.65	0.0227	0.103
chr14	60610000	60660000	chr14	61230000	61280000	13397	13404	13397_13404	shared	chr14	60643002	60643503	5.86	5.21	0.65	0.0227	0.103
chr21	38790000	38830000	chr21	39110000	39160000	16915	16919	16915_16919	shared	chr21	38809409	38809910	5.61	4.83	0.78	0.0228	0.103
chr6	29700000	29740000	chr6	29830000	29860000	6442	6443	6442_6443	shared	chr6	29723368	29723869	8.02	7.59	0.43	0.0228	0.103
chr6	29700000	29740000	chr6	30010000	30030000	6442	6444	6442_6444	shared	chr6	29723368	29723869	8.02	7.59	0.43	0.0228	0.103
chr15	77010000	77040000	chr15	77530000	77560000	14096	14100	14096_14100	shared	chr15	77009979	77010480	4.96	4.13	0.84	0.0229	0.104
chr3	40710000	40750000	chr3	41860000	41930000	3316	3335	3316_3335	nonT2E-specific	chr3	40714400	40714901	4.59	3.74	0.85	0.0229	0.104
chr8	23580000	23610000	chr8	23680000	23760000	8486	8487	8486_8487	shared	chr8	23589282	23589783	4.1	4.91	-0.81	0.0229	0.104
chr8	125420000	125450000	chr8	125630000	125670000	9061	9063	9061_9063	shared	chr8	125430939	125431440	8.46	8.01	0.45	0.0229	0.104
chr16	10490000	10540000	chr16	10900000	10930000	14343	14345	14343_14345	shared	chr16	10514334	10514835	4.9	5.53	-0.63	0.023	0.104
chr17	41520000	41570000	chr17	41650000	41680000	15129	15130	15129_15130	shared	chr17	41536009	41536510	6.38	5.78	0.6	0.023	0.104
