anchor_chr	anchor_start	anchor_end	anchor_anchor_ID	peak_chr	peak_start	peak_end	peak_Conc_T2E	peak_Conc_NonT2E	peak_Fold	peak_p.value	peak_FDR
chr12	124420000	124460000	12695	chr12	124444348	124444849	5.14	3.88	1.26	0.000376	0.00745
chr8	80470000	80500000	8807	chr8	80482602	80483103	3.96	5.23	-1.27	0.000377	0.00745
chr3	148710000	148740000	3992	chr3	148718175	148718676	3.1	4.65	-1.54	0.000379	0.00748
chr17	73220000	73270000	15379	chr17	73262090	73262591	4.92	5.94	-1.02	0.00038	0.0075
chr5	146420000	146450000	5930	chr5	146434189	146434690	2.96	4.84	-1.88	0.00038	0.0075
chr4	73850000	73890000	4608	chr4	73869254	73869755	7.37	6.62	0.75	0.000382	0.00753
chr1	5490000	5520000	37	chr1	5501597	5502098	4.75	2.99	1.75	0.000382	0.00753
chr5	127550000	127600000	5759	chr5	127555380	127555881	3.22	4.9	-1.68	0.000382	0.00753
chr15	76170000	76210000	14090	chr15	76170352	76170853	5.09	3.82	1.28	0.000384	0.00755
chr1	211940000	211970000	1354	chr1	211942981	211943482	5.08	3.81	1.27	0.000388	0.0076
chr17	66210000	66280000	15320	chr17	66275981	66276482	5.73	4.29	1.44	0.000388	0.0076
chr4	73560000	73600000	4605	chr4	73583872	73584373	3.65	5.03	-1.38	0.000389	0.00761
chr1	211940000	211970000	1354	chr1	211947320	211947821	4.89	3.18	1.71	0.000391	0.00764
chr10	77250000	77280000	10473	chr10	77268119	77268620	4.18	5.54	-1.35	0.000392	0.00764
chr10	42740000	42780000	10213	chr10	42756836	42757337	2.38	4.6	-2.22	0.000392	0.00765
chr7	28370000	28410000	7499	chr7	28409504	28410005	7.24	6.34	0.9	0.000394	0.00766
chr4	99390000	99440000	4775	chr4	99407484	99407985	3.94	5.17	-1.22	4e-04	0.00775
chr7	27740000	27800000	7492	chr7	27777284	27777785	4.58	5.56	-0.97	0.000401	0.00776
chr7	154900000	154930000	8305	chr7	154909873	154910374	4.63	2.73	1.9	0.000406	0.00782
chr1	244590000	244620000	1611	chr1	244613985	244614486	5.05	3.61	1.44	0.000406	0.00783
chr10	17410000	17440000	10050	chr10	17418362	17418863	3.89	5.21	-1.31	0.000407	0.00783
chr1	211310000	211340000	1348	chr1	211331852	211332353	5.05	3.68	1.37	0.000409	0.00786
chr12	93380000	93410000	12407	chr12	93408716	93409217	4.19	5.52	-1.33	0.000411	0.00789
chr11	9120000	9150000	10925	chr11	9138195	9138696	6.37	5.11	1.26	0.000411	0.00789
chr8	22680000	22720000	8477	chr8	22688599	22689100	2.6	4.47	-1.87	0.000412	0.00791
chr2	42940000	42990000	1886	chr2	42946472	42946973	5.42	4.44	0.99	0.000413	0.00792
chr7	96400000	96440000	7973	chr7	96408451	96408952	5.76	4.49	1.27	0.000415	0.00795
chr1	100840000	100890000	757	chr1	100866175	100866676	3.6	5.03	-1.43	0.000415	0.00796
chr7	91620000	91650000	7933	chr7	91628238	91628739	4.85	5.93	-1.08	0.000416	0.00796
chr5	14690000	14740000	5207	chr5	14705722	14706223	3.57	4.92	-1.36	0.000418	0.00798
chr10	33180000	33220000	10167	chr10	33194477	33194978	5.01	6	-1	0.000422	0.00803
chr9	107400000	107440000	9630	chr9	107428200	107428701	4.47	5.59	-1.11	0.000423	0.00804
chr21	45550000	45590000	16977	chr21	45568910	45569411	4.29	2.28	2.01	0.000424	0.00806
chr11	82680000	82730000	11474	chr11	82694469	82694970	2.62	4.57	-1.96	0.000425	0.00807
chr20	21560000	21620000	16393	chr20	21614095	21615092	5.83	4.71	1.12	0.000429	0.00813
chr2	42940000	42990000	1886	chr2	42960749	42961250	5.91	4.97	0.95	0.00043	0.00814
chr22	49900000	49950000	17286	chr22	49934823	49935324	8.06	7.42	0.64	0.000431	0.00815
chr11	126410000	126510000	11743	chr11	126467130	126467631	4.82	3.11	1.71	0.000432	0.00817
chr5	66970000	67000000	5471	chr5	66988077	66988578	3.42	4.79	-1.37	0.000434	0.0082
chr7	27120000	27180000	7487	chr7	27159268	27159769	5.55	4	1.55	0.000435	0.00821
chr6	170240000	170270000	7307	chr6	170248968	170249469	5.38	4.32	1.06	0.000436	0.00822
chr14	99210000	99290000	13694	chr14	99271791	99272292	5.72	4.53	1.19	0.000436	0.00822
chr4	99390000	99440000	4775	chr4	99437714	99438215	4.11	5.27	-1.16	0.000438	0.00825
chr11	33660000	33710000	11101	chr11	33694837	33695338	5.32	3.99	1.33	0.000438	0.00825
chr10	123990000	124030000	10787	chr10	124006440	124006941	5.01	3.71	1.3	0.000439	0.00826
chr1	228670000	228740000	1480	chr1	228716000	228716501	3.46	5.03	-1.57	0.000441	0.00829
chr13	44940000	45010000	12934	chr13	44964459	44964960	3.58	5.27	-1.69	0.000442	0.00831
chr16	89300000	89350000	14791	chr16	89300141	89300642	6.54	5.57	0.98	0.000446	0.00836
chr1	33450000	33470000	310	chr1	33460503	33461004	5.61	4.37	1.24	0.000447	0.00837
chr22	32640000	32670000	17117	chr22	32644532	32645033	6.11	4.94	1.17	0.000449	0.00839
chr9	90080000	90110000	9492	chr9	90107216	90107717	3.77	4.98	-1.21	0.000453	0.00844
chr2	200550000	200600000	2737	chr2	200597207	200597708	5	6.01	-1.01	0.000453	0.00845
chr5	51370000	51400000	5334	chr5	51382832	51383333	7.11	5.87	1.24	0.000454	0.00845
chr22	39300000	39320000	17183	chr22	39308985	39309486	5.93	4.78	1.16	0.000454	0.00845
chr9	98830000	98870000	9571	chr9	98866830	98867331	6.34	5.18	1.16	0.000454	0.00845
chr8	18670000	18690000	8434	chr8	18674859	18675360	5.54	6.52	-0.98	0.000455	0.00846
chr13	36420000	36460000	12856	chr13	36431757	36432258	6.55	5.48	1.07	0.000455	0.00846
chr11	33660000	33710000	11101	chr11	33689536	33690037	5.73	4.27	1.46	0.000455	0.00846
chr12	106120000	106180000	12525	chr12	106120751	106121252	5.58	4.31	1.27	0.000455	0.00846
chr17	28890000	28930000	14998	chr17	28926395	28926896	6.48	5.48	0.99	0.000457	0.00849
chr17	74460000	74490000	15389	chr17	74462544	74463527	5.92	4.76	1.16	0.000457	0.00849
chr21	29340000	29380000	16846	chr21	29356687	29357188	2.6	4.48	-1.88	0.000459	0.00852
chr5	126340000	126360000	5749	chr5	126357749	126358250	5.43	6.31	-0.87	0.00046	0.00853
chr1	48050000	48080000	441	chr1	48053413	48053914	5.2	3.98	1.22	0.000464	0.00858
chr13	46290000	46340000	12948	chr13	46315759	46316260	3.74	5.03	-1.28	0.00047	0.00866
chr21	31070000	31120000	16856	chr21	31088304	31088805	4.18	1.4	2.78	0.000471	0.00867
chr14	67880000	67950000	13481	chr14	67938546	67939047	3.76	5.08	-1.32	0.000472	0.00868
chr12	120330000	120360000	12660	chr12	120351070	120351571	4.37	5.46	-1.09	0.000473	0.00869
chr19	56320000	56350000	16238	chr19	56347963	56348464	3.63	4.94	-1.31	0.000473	0.00869
chr3	32010000	32030000	3249	chr3	32027687	32028188	4.72	2.76	1.95	0.000474	0.00869
chr20	60040000	60090000	16741	chr20	60053753	60054254	5.94	5	0.94	0.000475	0.00872
chr18	76680000	76710000	15875	chr18	76686615	76687116	5.7	4.67	1.03	0.000476	0.00872
chr18	76390000	76410000	15873	chr18	76390362	76390863	5	3.53	1.47	0.000477	0.00873
chr20	34500000	34590000	16478	chr20	34531871	34532372	3.77	5.05	-1.28	0.000479	0.00875
chr17	77310000	77350000	15415	chr17	77329880	77330381	5.28	4.17	1.11	0.000481	0.00878
chr1	232610000	232660000	1513	chr1	232636329	232636830	3.9	5.14	-1.24	0.000484	0.00883
chr2	9330000	9370000	1682	chr2	9336510	9337011	6.59	5.82	0.77	0.000486	0.00886
chr12	64790000	64820000	12254	chr12	64795179	64795680	4.07	5.29	-1.22	0.000487	0.00887
chr1	150600000	150630000	896	chr1	150604954	150605455	5.26	4.04	1.22	0.000488	0.00888
chr8	19340000	19420000	8444	chr8	19385762	19386263	4.69	5.74	-1.05	0.000491	0.00892
chr5	93570000	93600000	5636	chr5	93572531	93573032	6.79	5.91	0.88	0.000492	0.00893
chr11	33660000	33710000	11101	chr11	33692684	33693185	6.26	5.11	1.15	0.000493	0.00895
chr14	68780000	68850000	13495	chr14	68786137	68786638	5.83	4.78	1.05	0.000494	0.00896
chr3	104570000	104620000	3701	chr3	104604584	104605085	3.88	5.22	-1.34	0.000495	0.00896
chr4	186010000	186050000	5131	chr4	186025904	186026405	5.47	4.2	1.27	0.000501	0.00905
chr16	81710000	81750000	14738	chr16	81711810	81712311	5.54	4.29	1.25	0.000502	0.00906
chr7	70660000	70720000	7785	chr7	70700884	70701385	4.28	5.48	-1.2	0.000504	0.00908
chr22	32780000	32840000	17118	chr22	32801500	32802001	6.3	5.33	0.97	0.000505	0.0091
chr10	118560000	118590000	10741	chr10	118583864	118584365	2.84	4.77	-1.93	0.000505	0.0091
chr17	32460000	32510000	15035	chr17	32504090	32504591	4.88	3.36	1.53	0.000507	0.00913
chr18	13520000	13550000	15600	chr18	13542042	13542543	6.89	5.99	0.89	0.000507	0.00914
chr5	127830000	127890000	5762	chr5	127830228	127830729	4.06	5.23	-1.17	0.000509	0.00916
chr14	24770000	24820000	13195	chr14	24816277	24816778	5.14	6.13	-0.99	0.000509	0.00916
chr2	19840000	19880000	1746	chr2	19868747	19869248	6.82	5.76	1.07	0.000511	0.00918
chr5	82630000	82650000	5599	chr5	82635388	82635889	4.05	5.42	-1.37	0.000512	0.00919
chr3	37950000	37970000	3284	chr3	37964299	37964800	3.43	5.05	-1.62	0.000512	0.00919
chr13	51420000	51460000	12986	chr13	51452424	51452925	8.47	7.86	0.61	0.000512	0.0092
chr15	58750000	58770000	13931	chr15	58766096	58766597	2.72	4.46	-1.74	0.000517	0.00924
chr7	310000	350000	7310	chr7	315800	316301	4.84	3.07	1.77	0.000518	0.00925
chr3	53060000	53090000	3440	chr3	53089376	53089877	4.8	2.98	1.81	0.000518	0.00926
chr12	4260000	4290000	11845	chr12	4288392	4288893	4.71	3.27	1.44	0.000519	0.00927
chr17	57800000	57840000	15248	chr17	57833067	57833568	6.12	7.01	-0.89	0.000519	0.00927
chr22	29670000	29700000	17088	chr22	29678802	29679303	4.68	5.76	-1.08	0.000521	0.00928
chr3	129620000	129660000	3857	chr3	129623300	129623801	7.04	6.19	0.84	0.000521	0.00928
chr4	173000000	173050000	5070	chr4	173041227	173041728	4.47	5.63	-1.17	0.000525	0.00934
chr9	96840000	96870000	9552	chr9	96868500	96869001	4.54	5.79	-1.25	0.000525	0.00934
chr9	133710000	133730000	9871	chr9	133710813	133711314	5.18	3.55	1.63	0.000529	0.00939
chr1	39250000	39280000	362	chr1	39265130	39265631	3.77	5	-1.23	0.000532	0.00943
chr9	133520000	133550000	9869	chr9	133539304	133539805	5.79	3.56	2.24	0.000533	0.00944
chr6	36990000	37050000	6499	chr6	37022903	37023404	6.01	5.08	0.93	0.000537	0.00949
chr4	94610000	94650000	4766	chr4	94643440	94643941	3.35	5.01	-1.66	0.000538	0.00951
chr9	35250000	35280000	9320	chr9	35256781	35257282	2.36	4.57	-2.21	0.000538	0.00951
chr12	124420000	124460000	12695	chr12	124457298	124457799	6.38	5.28	1.1	0.000538	0.00951
chr5	14690000	14740000	5207	chr5	14703501	14704002	3.53	4.99	-1.46	0.00054	0.00953
chr17	42500000	42530000	15137	chr17	42508991	42509492	4.46	5.84	-1.37	0.00054	0.00953
chr2	70050000	70080000	2079	chr2	70073140	70073641	3.62	5.17	-1.55	0.000541	0.00954
chr17	12650000	12680000	14909	chr17	12672678	12673179	4.51	5.53	-1.02	0.000542	0.00954
chr12	52850000	52900000	12178	chr12	52873864	52874365	6.92	5.87	1.05	0.000543	0.00956
chr6	26260000	26350000	6420	chr6	26322049	26322550	6.29	5.23	1.07	0.000545	0.00957
chr9	134710000	134750000	9878	chr9	134735821	134736322	5.23	3.94	1.29	0.000546	0.00959
chr17	61540000	61600000	15281	chr17	61574610	61575111	3.84	5.1	-1.25	0.000549	0.00963
chr12	64790000	64820000	12254	chr12	64794039	64794540	4.1	5.44	-1.34	0.000553	0.00968
chr20	20810000	20830000	16387	chr20	20818336	20818837	5.14	3.71	1.43	0.000553	0.00968
chr8	30200000	30240000	8540	chr8	30238830	30239331	4.29	5.45	-1.16	0.000557	0.00972
chr2	42310000	42360000	1882	chr2	42342086	42342587	5.64	4.48	1.16	0.000561	0.00977
chr8	29990000	30060000	8536	chr8	30051143	30051644	3.93	5.08	-1.16	0.000561	0.00977
chr18	58510000	58540000	15792	chr18	58526351	58526852	3.87	5.29	-1.42	0.000561	0.00977
chr9	96840000	96870000	9552	chr9	96866862	96867363	4.91	5.85	-0.94	0.000562	0.00978
chr10	110300000	110340000	10672	chr10	110336537	110337038	4.58	3.06	1.52	0.000564	0.00981
chr16	78220000	78250000	14714	chr16	78240242	78240743	3.74	5.33	-1.59	0.000564	0.00981
chr7	26480000	26530000	7481	chr7	26515590	26516091	5.42	4.23	1.19	0.000567	0.00984
chr9	93120000	93140000	9519	chr9	93120807	93121308	4.97	3.32	1.65	0.000568	0.00985
chr11	34350000	34370000	11107	chr11	34351810	34352311	4.54	2.37	2.17	0.000569	0.00987
chr6	137260000	137340000	7075	chr6	137284127	137284628	5.4	4.08	1.32	0.000571	0.00988
chr12	106120000	106180000	12525	chr12	106124282	106124783	5.21	3.87	1.34	0.000572	0.0099
chr19	18840000	18910000	16042	chr19	18895370	18895871	6.38	5.16	1.22	0.000575	0.00993
chr20	43170000	43220000	16569	chr20	43209646	43210147	4.46	2.63	1.83	0.000581	0.01
chr2	48400000	48450000	1930	chr2	48415150	48415651	4.04	5.6	-1.56	0.000582	0.01
chr15	90610000	90670000	14196	chr15	90654386	90654887	6.11	5.01	1.09	0.000585	0.0101
chr11	45290000	45400000	11200	chr11	45355323	45355824	6.77	5.95	0.82	0.000585	0.0101
chr8	27420000	27480000	8515	chr8	27458500	27459001	4.81	5.92	-1.11	0.00059	0.0101
chr2	98820000	98850000	2219	chr2	98830895	98831396	5.37	4.38	0.99	0.000591	0.0101
chr1	11220000	11260000	101	chr1	11250359	11250860	3.57	5.21	-1.64	0.000594	0.0102
chr12	110080000	110120000	12565	chr12	110079847	110080348	5.11	3.64	1.47	0.000595	0.0102
chr5	51370000	51400000	5334	chr5	51389794	51390295	6.38	5.25	1.13	0.000595	0.0102
chr6	16500000	16520000	6326	chr6	16513626	16514127	5.2	4.01	1.19	0.000599	0.0102
chr22	27780000	27840000	17067	chr22	27794694	27795677	5.53	4.46	1.07	0.000599	0.0102
chr18	13520000	13550000	15600	chr18	13549282	13549783	6.63	5.75	0.87	0.000601	0.0102
chr8	52920000	52980000	8652	chr8	52970826	52971327	4.13	5.17	-1.04	0.000601	0.0103
chr1	145890000	145930000	871	chr1	145908450	145908951	5.25	4.07	1.18	0.000603	0.0103
chr22	27780000	27840000	17067	chr22	27801170	27801671	6.96	5.9	1.05	0.000604	0.0103
chr2	24800000	24850000	1771	chr2	24816231	24816732	5.02	3.53	1.49	0.000604	0.0103
chr13	110210000	110240000	13137	chr13	110221927	110222428	6.04	5.14	0.9	0.000604	0.0103
chr11	20630000	20670000	11040	chr11	20669731	20670232	3.88	5.48	-1.6	0.00061	0.0104
chr18	13610000	13650000	15601	chr18	13621474	13621975	5.42	4.18	1.24	0.000615	0.0104
chr3	32010000	32030000	3249	chr3	32029389	32029890	5.14	3.82	1.31	0.000615	0.0104
chr9	95090000	95160000	9534	chr9	95096171	95096672	4.98	3.66	1.33	0.000617	0.0104
chr2	46870000	46930000	1917	chr2	46880542	46881043	4.95	3.65	1.29	0.000617	0.0104
chr1	229220000	229280000	1486	chr1	229279444	229279945	4.3	5.6	-1.3	0.00062	0.0105
chr2	173020000	173060000	2583	chr2	173050894	173051395	4.78	3.21	1.56	0.000621	0.0105
chr8	27580000	27620000	8516	chr8	27583930	27584431	4.66	5.88	-1.22	0.000623	0.0105
chr15	73060000	73100000	14066	chr15	73082699	73083200	3.16	4.61	-1.45	0.000629	0.0106
chr16	89480000	89540000	14792	chr16	89502269	89502770	5.09	6.05	-0.96	0.000631	0.0106
chr12	3630000	3670000	11836	chr12	3662015	3662516	4.9	6.03	-1.13	0.000633	0.0106
chr13	40660000	40720000	12891	chr13	40665894	40666395	7.98	7.23	0.75	0.000635	0.0106
chr15	36870000	36900000	13809	chr15	36882339	36882840	5.71	4.59	1.11	0.000636	0.0106
chr6	138800000	138830000	7089	chr6	138804772	138805273	1.47	4.2	-2.73	0.000636	0.0107
chr22	40010000	40060000	17190	chr22	40015217	40015718	5.2	6.24	-1.04	0.000638	0.0107
chr8	125630000	125670000	9063	chr8	125637093	125637594	5.41	4.43	0.98	0.00064	0.0107
chr1	235510000	235540000	1546	chr1	235513904	235514405	2.23	4.33	-2.11	0.000642	0.0107
chr6	167470000	167510000	7287	chr6	167499353	167499854	4	5.5	-1.49	0.000643	0.0107
chr11	35590000	35630000	11118	chr11	35618307	35618808	6.9	5.74	1.16	0.000645	0.0108
chr20	58170000	58260000	16726	chr20	58228146	58229094	5.86	4.55	1.31	0.000648	0.0108
chr3	53350000	53390000	3444	chr3	53377465	53377966	5.18	3.89	1.29	0.000648	0.0108
chr17	77880000	77910000	15420	chr17	77881122	77881623	5.9	4.76	1.14	0.000649	0.0108
chr12	130320000	130340000	12718	chr12	130338838	130339339	4.92	3.18	1.75	0.000649	0.0108
chr2	17640000	17680000	1729	chr2	17661935	17662436	3.25	4.74	-1.49	0.000652	0.0108
chr12	93100000	93170000	12406	chr12	93159311	93159812	3	4.84	-1.83	0.000653	0.0108
chr15	96320000	96390000	14240	chr15	96321988	96322489	7.3	6.32	0.98	0.000662	0.011
chr16	3960000	4000000	14293	chr16	3964838	3965339	4.46	2.22	2.23	0.000666	0.011
chr2	172440000	172490000	2578	chr2	172448241	172448742	5.21	6.4	-1.19	0.000667	0.011
chr7	28000000	28040000	7494	chr7	28018530	28019031	4.07	5.28	-1.2	0.000671	0.0111
chr9	135960000	135980000	9883	chr9	135962483	135962984	4.23	5.3	-1.07	0.000671	0.0111
chr13	23850000	23890000	12764	chr13	23870973	23871474	3.56	6.14	-2.58	0.000672	0.0111
chr10	35610000	35660000	10194	chr10	35642004	35642505	6.99	6.19	0.79	0.000674	0.0111
chr3	194060000	194090000	4289	chr3	194070661	194071162	7.75	7.05	0.7	0.000676	0.0111
chr5	127550000	127600000	5759	chr5	127556001	127556502	4.44	5.68	-1.24	0.000678	0.0111
chr19	46830000	46870000	16191	chr19	46829854	46830355	5.93	5.04	0.9	0.00068	0.0112
chr2	109490000	109520000	2293	chr2	109514371	109514872	6.02	5.14	0.88	0.000681	0.0112
chr18	32260000	32300000	15662	chr18	32278748	32279249	4.45	2.58	1.86	0.000682	0.0112
chr1	116480000	116520000	842	chr1	116503838	116504339	5.25	3.76	1.5	0.000683	0.0112
chr12	51800000	51850000	12164	chr12	51814417	51814918	7.57	6.66	0.92	0.000683	0.0112
chr10	129950000	129990000	10829	chr10	129959141	129959642	5.36	4.01	1.35	0.000685	0.0112
chr8	100210000	100270000	8900	chr8	100220108	100220609	4.58	5.6	-1.02	0.000686	0.0112
chr5	50940000	50990000	5331	chr5	50969088	50969589	6.67	5.86	0.82	0.000688	0.0112
chr1	94030000	94070000	726	chr1	94049602	94050103	5.53	4.58	0.94	0.000689	0.0112
chr8	69650000	69690000	8754	chr8	69663898	69664399	3.76	4.94	-1.19	0.000693	0.0113
chr15	89030000	89070000	14180	chr15	89062253	89062754	4.95	3.7	1.25	0.000696	0.0113
chr17	28960000	29000000	14999	chr17	28981590	28982091	5.58	4.35	1.23	0.000697	0.0113
chr6	165840000	165860000	7277	chr6	165846247	165846748	5.46	4.22	1.24	0.000701	0.0114
chr2	171140000	171180000	2568	chr2	171166109	171166610	3.68	4.86	-1.18	0.000702	0.0114
chr9	130100000	130120000	9836	chr9	130117263	130117764	5.12	4.02	1.1	0.000707	0.0114
chr3	27300000	27320000	3231	chr3	27313864	27314365	3.75	4.97	-1.22	0.000708	0.0114
chr7	26480000	26530000	7481	chr7	26499435	26499936	5.11	3.73	1.39	0.000709	0.0114
chr9	35250000	35280000	9320	chr9	35259006	35259507	5.18	6.07	-0.89	0.000711	0.0115
chr15	68040000	68060000	14021	chr15	68048045	68048546	4.87	3.69	1.17	0.000713	0.0115
chr12	114900000	114940000	12604	chr12	114911430	114911931	5.01	5.9	-0.89	0.000719	0.0116
chr1	111380000	111420000	795	chr1	111393950	111394451	4.08	5.24	-1.15	0.000721	0.0116
chr11	62070000	62120000	11295	chr11	62081683	62082184	5.55	4.65	0.9	0.000729	0.0117
chr1	113120000	113160000	817	chr1	113147833	113148334	2.76	4.69	-1.93	0.000729	0.0117
chr8	53790000	53830000	8663	chr8	53808332	53808833	4.27	5.34	-1.07	0.00073	0.0117
chr9	129640000	129660000	9831	chr9	129649668	129650169	5.01	3.9	1.11	0.00073	0.0117
chr2	48400000	48450000	1930	chr2	48448622	48449561	4.47	5.66	-1.19	0.000731	0.0117
chr14	103070000	103110000	13732	chr14	103108400	103108901	5.02	3.8	1.22	0.000734	0.0117
chr2	31320000	31350000	1824	chr2	31333020	31333521	5.24	3.93	1.31	0.000736	0.0117
chr4	176790000	176800000	5093	chr4	176795250	176795751	3.82	5.29	-1.47	0.000737	0.0118
chr20	34300000	34330000	16476	chr20	34300437	34300938	3.63	4.87	-1.24	0.000738	0.0118
chr9	18420000	18460000	9261	chr9	18447119	18447620	4.75	5.71	-0.96	0.00074	0.0118
chr10	103850000	103910000	10659	chr10	103854998	103855499	7.84	7.07	0.77	0.000741	0.0118
chr22	46360000	46380000	17250	chr22	46370772	46371273	3.42	5.25	-1.82	0.000742	0.0118
chr3	194060000	194090000	4289	chr3	194073908	194074409	5.16	4.01	1.15	0.000743	0.0118
chr8	17550000	17610000	8423	chr8	17563672	17564173	3.91	5.12	-1.21	0.000744	0.0118
chr1	212440000	212490000	1359	chr1	212486039	212486540	5.71	4.48	1.23	0.000746	0.0118
chr21	32240000	32320000	16863	chr21	32249123	32249624	5.36	4.22	1.13	0.000747	0.0118
chr12	32440000	32480000	12050	chr12	32458846	32459347	3.68	5	-1.32	0.000748	0.0119
chr22	35330000	35370000	17138	chr22	35330356	35330857	5.58	4.58	1	0.000749	0.0119
chr22	21920000	21950000	17013	chr22	21943476	21943977	5.44	4.4	1.05	0.00075	0.0119
chr8	48640000	48680000	8635	chr8	48649994	48650495	5.65	4.74	0.91	0.000751	0.0119
chr3	134460000	134490000	3900	chr3	134464602	134465103	5.16	4.1	1.06	0.000752	0.0119
chr1	21560000	21580000	196	chr1	21574522	21575023	6.48	5.45	1.04	0.000754	0.0119
chr9	107400000	107440000	9630	chr9	107434926	107435427	5.52	6.33	-0.81	0.000757	0.012
chr8	27420000	27480000	8515	chr8	27427078	27427579	4.32	5.43	-1.11	0.000757	0.012
chr14	60340000	60370000	13392	chr14	60350189	60350690	4.14	5.18	-1.05	0.000763	0.012
chr8	86340000	86370000	8827	chr8	86355694	86356195	3.98	5.14	-1.16	0.000766	0.012
chr2	24800000	24850000	1771	chr2	24814531	24815032	5.57	4.19	1.38	0.00077	0.0121
chr16	14510000	14560000	14371	chr16	14559786	14560287	4.51	5.49	-0.98	0.000771	0.0121
chr11	10640000	10670000	10942	chr11	10653770	10654271	5.73	4.88	0.86	0.000771	0.0121
chr8	28410000	28440000	8523	chr8	28420965	28421466	3.11	4.62	-1.51	0.000776	0.0122
chr8	52390000	52420000	8647	chr8	52406128	52406629	3.64	4.91	-1.27	0.000777	0.0122
chr20	59560000	59590000	16738	chr20	59577021	59577925	5.49	4.06	1.43	0.000779	0.0122
chr11	130390000	130450000	11774	chr11	130427667	130428168	6.78	5.91	0.87	0.000785	0.0122
chr17	74460000	74490000	15389	chr17	74466290	74466791	5.6	4.53	1.06	0.000785	0.0122
chr1	23630000	23650000	215	chr1	23639474	23639975	5.08	3.64	1.44	0.000787	0.0123
chr11	110180000	110210000	11585	chr11	110208186	110208687	3.6	4.89	-1.3	0.000788	0.0123
chr1	203850000	203880000	1289	chr1	203871566	203872067	5.67	6.4	-0.74	0.000793	0.0123
chr2	62760000	62780000	2015	chr2	62778152	62778653	5.58	6.47	-0.89	0.000795	0.0123
chr18	48000000	48040000	15730	chr18	48003055	48003556	4.92	3.3	1.62	0.000798	0.0124
chr17	10730000	10760000	14892	chr17	10732187	10732688	2.87	4.65	-1.78	0.000799	0.0124
chr16	47110000	47150000	14532	chr16	47136280	47136781	4.36	2.45	1.91	0.000799	0.0124
