chr_x	start_x	end_x	chr_y	start_y	end_y	anchor_ID_x	anchor_ID_y	loopID	Benign	Malignant	Consistent_in_benign_or_tumour	loop_type
chr16	86060000	86090000	chr16	86500000	86530000	14764	14766	14764_14766	5	12	TRUE	shared
chr16	86330000	86360000	chr16	86500000	86530000	14765	14766	14765_14766	1	3	TRUE	shared
chr16	86550000	86580000	chr16	87050000	87070000	14767	14771	14767_14771	5	9	TRUE	shared
chr16	86550000	86580000	chr16	87270000	87300000	14767	14773	14767_14773	5	11	TRUE	shared
chr1	227750000	227770000	chr1	227920000	227950000	1476	1477	1476_1477	0	4	TRUE	shared
chr16	87770000	87790000	chr16	87890000	87920000	14779	14780	14779_14780	2	3	TRUE	shared
chr16	89300000	89350000	chr16	89480000	89540000	14791	14792	14791_14792	4	7	TRUE	shared
chr17	400000	420000	chr17	680000	710000	14796	14797	14796_14797	5	8	TRUE	shared
chr17	780000	810000	chr17	970000	1000000	14798	14800	14798_14800	4	12	TRUE	shared
chr17	860000	880000	chr17	970000	1000000	14799	14800	14799_14800	0	3	TRUE	shared
chr17	1260000	1280000	chr17	1490000	1530000	14801	14803	14801_14803	2	8	TRUE	shared
chr17	1670000	1730000	chr17	2020000	2090000	14805	14811	14805_14811	2	3	TRUE	shared
chr17	1890000	1920000	chr17	2020000	2090000	14809	14811	14809_14811	4	8	TRUE	shared
chr17	1890000	1920000	chr17	2230000	2290000	14809	14812	14809_14812	2	6	TRUE	shared
chr1	228670000	228740000	chr1	229130000	229160000	1480	1484	1480_1484	1	4	TRUE	shared
chr1	228670000	228740000	chr1	229220000	229280000	1480	1486	1480_1486	6	7	TRUE	shared
chr17	2020000	2090000	chr17	2230000	2290000	14811	14812	14811_14812	6	12	TRUE	shared
chr17	4160000	4220000	chr17	4400000	4420000	14827	14829	14827_14829	5	12	TRUE	shared
chr17	4710000	4750000	chr17	4880000	4900000	14834	14836	14834_14836	5	8	TRUE	shared
chr17	5570000	5620000	chr17	6400000	6440000	14842	14847	14842_14847	5	12	TRUE	shared
chr17	5570000	5620000	chr17	6600000	6650000	14842	14849	14842_14849	0	3	TRUE	shared
chr17	6460000	6480000	chr17	6600000	6650000	14848	14849	14848_14849	2	3	TRUE	shared
chr17	6660000	6680000	chr17	6830000	6870000	14850	14852	14850_14852	1	5	TRUE	shared
chr17	7030000	7060000	chr17	7140000	7190000	14855	14856	14855_14856	4	9	TRUE	shared
chr17	7030000	7060000	chr17	7290000	7310000	14855	14858	14855_14858	0	4	TRUE	shared
chr17	7740000	7770000	chr17	7970000	8020000	14863	14866	14863_14866	3	4	TRUE	shared
chr1	229220000	229280000	chr1	229460000	229500000	1486	1487	1486_1487	5	11	TRUE	shared
chr17	8400000	8430000	chr17	8730000	8780000	14870	14873	14870_14873	5	12	TRUE	shared
chr17	9910000	9990000	chr17	10210000	10250000	14883	14886	14883_14886	3	7	TRUE	shared
chr17	9910000	9990000	chr17	10590000	10630000	14883	14889	14883_14889	4	8	TRUE	shared
chr17	10300000	10340000	chr17	10590000	10630000	14887	14889	14887_14889	5	11	TRUE	shared
chr1	229650000	229670000	chr1	230290000	230320000	1488	1492	1488_1492	5	11	TRUE	shared
chr17	10640000	10660000	chr17	10830000	10900000	14890	14893	14890_14893	2	4	TRUE	shared
chr17	10730000	10760000	chr17	10830000	10900000	14892	14893	14892_14893	4	8	TRUE	shared
chr17	10830000	10900000	chr17	11130000	11150000	14893	14894	14893_14894	3	10	TRUE	shared
chr17	10830000	10900000	chr17	11230000	11260000	14893	14896	14893_14896	0	3	TRUE	shared
chr17	10830000	10900000	chr17	11630000	11660000	14893	14898	14893_14898	2	4	TRUE	shared
chr17	10830000	10900000	chr17	11920000	11990000	14893	14902	14893_14902	5	9	TRUE	shared
chr17	11230000	11260000	chr17	11630000	11660000	14896	14898	14896_14898	2	4	TRUE	shared
chr17	12170000	12210000	chr17	12650000	12680000	14905	14909	14905_14909	0	3	TRUE	shared
chr17	12170000	12210000	chr17	12990000	13010000	14905	14915	14905_14915	2	5	TRUE	shared
chr17	12240000	12280000	chr17	12650000	12680000	14906	14909	14906_14909	5	8	TRUE	shared
chr17	12240000	12280000	chr17	12990000	13010000	14906	14915	14906_14915	2	5	TRUE	shared
chr17	13570000	13610000	chr17	14280000	14320000	14918	14928	14918_14928	4	12	TRUE	shared
chr17	14060000	14090000	chr17	14280000	14320000	14925	14928	14925_14928	1	4	TRUE	shared
chr17	14280000	14320000	chr17	14920000	14940000	14928	14933	14928_14933	0	3	TRUE	shared
chr1	230630000	230650000	chr1	230760000	230820000	1493	1494	1493_1494	2	5	TRUE	shared
chr17	16980000	17020000	chr17	17130000	17160000	14949	14950	14949_14950	2	4	TRUE	shared
chr1	230760000	230820000	chr1	231190000	231220000	1494	1498	1494_1498	5	10	TRUE	shared
chr17	17340000	17370000	chr17	17560000	17590000	14952	14954	14952_14954	1	4	TRUE	shared
chr17	17660000	17700000	chr17	18020000	18050000	14956	14961	14956_14961	3	6	TRUE	shared
chr17	17860000	17890000	chr17	18020000	18050000	14959	14961	14959_14961	1	6	TRUE	shared
chr17	19350000	19370000	chr17	19440000	19460000	14962	14964	14962_14964	2	3	TRUE	shared
chr17	19510000	19530000	chr17	19740000	19770000	14965	14966	14965_14966	5	12	TRUE	shared
chr17	21100000	21140000	chr17	21240000	21280000	14972	14973	14972_14973	5	12	TRUE	shared
chr17	21100000	21140000	chr17	21500000	21530000	14972	14974	14972_14974	4	7	TRUE	shared
chr17	21240000	21280000	chr17	21500000	21530000	14973	14974	14973_14974	1	3	TRUE	shared
chr17	27230000	27250000	chr17	27330000	27380000	14975	14976	14975_14976	5	9	TRUE	shared
chr17	27230000	27250000	chr17	27580000	27620000	14975	14979	14975_14979	2	7	TRUE	shared
chr17	27330000	27380000	chr17	27580000	27620000	14976	14979	14976_14979	5	12	TRUE	shared
chr17	27420000	27480000	chr17	27580000	27620000	14977	14979	14977_14979	5	5	TRUE	shared
chr17	27580000	27620000	chr17	27750000	27770000	14979	14981	14979_14981	0	3	TRUE	shared
chr17	27640000	27670000	chr17	27870000	27900000	14980	14983	14980_14983	0	5	TRUE	shared
chr17	27750000	27770000	chr17	27870000	27900000	14981	14983	14981_14983	0	3	TRUE	shared
chr17	27780000	27810000	chr17	28240000	28260000	14982	14988	14982_14988	2	5	TRUE	shared
chr17	28720000	28780000	chr17	28890000	28930000	14995	14998	14995_14998	4	12	TRUE	shared
chr17	28720000	28780000	chr17	29100000	29120000	14995	15001	14995_15001	0	4	TRUE	shared
chr17	28960000	29000000	chr17	29200000	29240000	14999	15003	14999_15003	1	6	TRUE	shared
chr1	17470000	17510000	chr1	18540000	18610000	149	163	149_163	2	6	TRUE	shared
chr17	29320000	29380000	chr17	29530000	29570000	15005	15006	15005_15006	5	12	TRUE	shared
chr17	29580000	29670000	chr17	29760000	29840000	15007	15008	15007_15008	5	12	TRUE	shared
chr17	29580000	29670000	chr17	29910000	29940000	15007	15010	15007_15010	2	5	TRUE	shared
chr17	29580000	29670000	chr17	30000000	30040000	15007	15013	15007_15013	0	5	TRUE	shared
chr17	29760000	29840000	chr17	29910000	29940000	15008	15010	15008_15010	1	6	TRUE	shared
chr17	29760000	29840000	chr17	30000000	30040000	15008	15013	15008_15013	0	4	TRUE	shared
chr17	30080000	30130000	chr17	30230000	30260000	15014	15016	15014_15016	0	5	TRUE	shared
chr17	31420000	31460000	chr17	31520000	31580000	15029	15030	15029_15030	2	10	TRUE	shared
chr17	31420000	31460000	chr17	31830000	31870000	15029	15033	15029_15033	4	12	TRUE	shared
chr17	31520000	31580000	chr17	31730000	31740000	15030	15032	15030_15032	1	3	TRUE	shared
chr17	31520000	31580000	chr17	31830000	31870000	15030	15033	15030_15033	5	12	TRUE	shared
chr17	32460000	32510000	chr17	32740000	32800000	15035	15039	15035_15039	5	10	TRUE	shared
chr17	32460000	32510000	chr17	32860000	32940000	15035	15040	15035_15040	2	6	TRUE	shared
chr17	32650000	32680000	chr17	32860000	32940000	15038	15040	15038_15040	0	3	TRUE	shared
chr17	32740000	32800000	chr17	32860000	32940000	15039	15040	15039_15040	4	12	TRUE	shared
chr17	33280000	33300000	chr17	33640000	33700000	15046	15050	15046_15050	0	4	TRUE	shared
chr17	34410000	34460000	chr17	35080000	35210000	15061	15074	15061_15074	5	12	TRUE	shared
chr17	34410000	34460000	chr17	35510000	35550000	15061	15080	15061_15080	1	4	TRUE	shared
chr17	34540000	34580000	chr17	35080000	35210000	15064	15074	15064_15074	3	13	TRUE	shared
chr17	34620000	34660000	chr17	35080000	35210000	15065	15074	15065_15074	3	4	TRUE	shared
chr17	34970000	34990000	chr17	35080000	35210000	15072	15074	15072_15074	1	6	TRUE	shared
chr17	35080000	35210000	chr17	35510000	35550000	15074	15080	15074_15080	5	12	TRUE	shared
chr17	35080000	35210000	chr17	35740000	35760000	15074	15082	15074_15082	0	3	TRUE	shared
chr17	35300000	35330000	chr17	35510000	35550000	15077	15080	15077_15080	5	12	TRUE	shared
chr17	35580000	35630000	chr17	35740000	35760000	15081	15082	15081_15082	3	10	TRUE	shared
chr17	36590000	36650000	chr17	36900000	36930000	15085	15091	15085_15091	1	4	TRUE	shared
chr17	36590000	36650000	chr17	37030000	37060000	15085	15093	15085_15093	5	12	TRUE	shared
chr17	36590000	36650000	chr17	37210000	37280000	15085	15097	15085_15097	5	9	TRUE	shared
chr17	36590000	36650000	chr17	37360000	37400000	15085	15099	15085_15099	0	6	TRUE	shared
chr17	37210000	37280000	chr17	37360000	37400000	15097	15099	15097_15099	2	4	TRUE	shared
chr17	37660000	37690000	chr17	37780000	37830000	15104	15105	15104_15105	1	6	TRUE	shared
chr17	38970000	39000000	chr17	39140000	39170000	15110	15111	15110_15111	5	9	TRUE	shared
chr17	39620000	39630000	chr17	39740000	39760000	15116	15117	15116_15117	1	4	TRUE	shared
chr17	40000000	40030000	chr17	40160000	40190000	15118	15119	15118_15119	3	6	TRUE	shared
chr17	40390000	40450000	chr17	40540000	40560000	15122	15123	15122_15123	3	9	TRUE	shared
chr17	40600000	40630000	chr17	40780000	40830000	15124	15125	15124_15125	1	4	TRUE	shared
chr17	40600000	40630000	chr17	41650000	41680000	15124	15130	15124_15130	1	4	TRUE	shared
chr17	40780000	40830000	chr17	41650000	41680000	15125	15130	15125_15130	3	7	TRUE	shared
chr17	40840000	40920000	chr17	41310000	41330000	15126	15128	15126_15128	4	12	TRUE	shared
chr17	40840000	40920000	chr17	41520000	41570000	15126	15129	15126_15129	2	5	TRUE	shared
chr17	40840000	40920000	chr17	41650000	41680000	15126	15130	15126_15130	2	6	TRUE	shared
chr17	41520000	41570000	chr17	41650000	41680000	15129	15130	15129_15130	5	7	TRUE	shared
chr17	42310000	42330000	chr17	42500000	42530000	15135	15137	15135_15137	5	7	TRUE	shared
chr17	43570000	43580000	chr17	43670000	43700000	15146	15147	15146_15147	4	8	TRUE	shared
chr17	44190000	44220000	chr17	44320000	44350000	15151	15153	15151_15153	5	10	TRUE	shared
chr17	44900000	44930000	chr17	45010000	45030000	15157	15158	15157_15158	3	4	TRUE	shared
chr17	44900000	44930000	chr17	45090000	45120000	15157	15159	15157_15159	4	4	TRUE	shared
chr17	45220000	45280000	chr17	45380000	45400000	15161	15162	15161_15162	5	11	TRUE	shared
chr17	47210000	47240000	chr17	47310000	47330000	15166	15167	15166_15167	3	3	TRUE	shared
chr17	48020000	48060000	chr17	48580000	48630000	15170	15174	15170_15174	2	5	TRUE	shared
chr17	48140000	48170000	chr17	48580000	48630000	15171	15174	15171_15174	5	9	TRUE	shared
chr17	48320000	48350000	chr17	48580000	48630000	15172	15174	15172_15174	5	10	TRUE	shared
chr17	48470000	48490000	chr17	48580000	48630000	15173	15174	15173_15174	2	4	TRUE	shared
chr17	48660000	48690000	chr17	48870000	48890000	15175	15177	15175_15177	5	9	TRUE	shared
chr17	48660000	48690000	chr17	49020000	49040000	15175	15179	15175_15179	2	3	TRUE	shared
chr17	49410000	49450000	chr17	49550000	49590000	15182	15183	15182_15183	3	3	TRUE	shared
chr17	49550000	49590000	chr17	49690000	49720000	15183	15184	15183_15184	5	11	TRUE	shared
chr17	49550000	49590000	chr17	49830000	49880000	15183	15186	15183_15186	2	4	TRUE	shared
chr17	49830000	49880000	chr17	49990000	50010000	15186	15188	15186_15188	5	11	TRUE	shared
chr17	50180000	50200000	chr17	50280000	50310000	15191	15192	15191_15192	0	4	TRUE	shared
chr17	50540000	50560000	chr17	50680000	50710000	15193	15194	15193_15194	3	4	TRUE	shared
chr17	50830000	50870000	chr17	50950000	50970000	15196	15197	15196_15197	4	8	TRUE	shared
chr1	17640000	17680000	chr1	18540000	18610000	151	163	151_163	4	11	TRUE	shared
chr17	55830000	55870000	chr17	56310000	56330000	15219	15226	15219_15226	3	3	TRUE	shared
chr17	56580000	56600000	chr17	56690000	56740000	15231	15233	15231_15233	2	3	TRUE	shared
chr17	56810000	56830000	chr17	56920000	56960000	15235	15236	15235_15236	5	5	TRUE	shared
chr17	57110000	57150000	chr17	57730000	57760000	15237	15246	15237_15246	4	7	TRUE	shared
chr17	57110000	57150000	chr17	57800000	57840000	15237	15248	15237_15248	5	7	TRUE	shared
chr17	57110000	57150000	chr17	58090000	58150000	15237	15254	15237_15254	2	6	TRUE	shared
chr17	57850000	57880000	chr17	57980000	58020000	15249	15251	15249_15251	5	12	TRUE	shared
chr17	57850000	57880000	chr17	58090000	58150000	15249	15254	15249_15254	5	6	TRUE	shared
chr17	58300000	58330000	chr17	58430000	58470000	15257	15258	15257_15258	4	10	TRUE	shared
chr17	58510000	58540000	chr17	58980000	59020000	15260	15263	15260_15263	5	3	TRUE	shared
chr17	58550000	58610000	chr17	58980000	59020000	15261	15263	15261_15263	4	8	TRUE	shared
chr17	58700000	58730000	chr17	58980000	59020000	15262	15263	15262_15263	5	9	TRUE	shared
chr17	59730000	59760000	chr17	59840000	59880000	15269	15270	15269_15270	5	7	TRUE	shared
chr1	233380000	233470000	chr1	233770000	233800000	1526	1528	1526_1528	5	7	TRUE	shared
chr1	233380000	233470000	chr1	234050000	234080000	1526	1530	1526_1530	5	10	TRUE	shared
chr1	233380000	233470000	chr1	234300000	234340000	1526	1532	1526_1532	2	4	TRUE	shared
chr17	60710000	60750000	chr17	61370000	61430000	15275	15280	15275_15280	5	9	TRUE	shared
chr17	60970000	61010000	chr17	61370000	61430000	15276	15280	15276_15280	4	10	TRUE	shared
chr17	61370000	61430000	chr17	61540000	61600000	15280	15281	15280_15281	5	12	TRUE	shared
chr17	62670000	62710000	chr17	62960000	63010000	15289	15290	15289_15290	5	11	TRUE	shared
chr17	62670000	62710000	chr17	63380000	63450000	15289	15293	15289_15293	5	10	TRUE	shared
chr17	62960000	63010000	chr17	63380000	63450000	15290	15293	15290_15293	3	7	TRUE	shared
chr17	63080000	63110000	chr17	63380000	63450000	15292	15293	15292_15293	2	7	TRUE	shared
chr17	63380000	63450000	chr17	63590000	63620000	15293	15296	15293_15296	5	11	TRUE	shared
chr17	64020000	64070000	chr17	64130000	64160000	15299	15300	15299_15300	0	3	TRUE	shared
chr17	64020000	64070000	chr17	64260000	64320000	15299	15301	15299_15301	4	6	TRUE	shared
chr17	64130000	64160000	chr17	64260000	64320000	15300	15301	15300_15301	5	10	TRUE	shared
chr17	64260000	64320000	chr17	64410000	64430000	15301	15302	15301_15302	4	8	TRUE	shared
chr17	64940000	64970000	chr17	65090000	65160000	15307	15308	15307_15308	5	5	TRUE	shared
chr1	234120000	234150000	chr1	234300000	234340000	1531	1532	1531_1532	4	6	TRUE	shared
chr17	66210000	66280000	chr17	66550000	66590000	15320	15321	15320_15321	1	4	TRUE	shared
chr17	66210000	66280000	chr17	66610000	66680000	15320	15322	15320_15322	5	12	TRUE	shared
chr17	66710000	66730000	chr17	66890000	66910000	15324	15325	15324_15325	5	12	TRUE	shared
chr17	67360000	67390000	chr17	67460000	67490000	15328	15329	15328_15329	3	8	TRUE	shared
chr17	67360000	67390000	chr17	67600000	67630000	15328	15330	15328_15330	4	6	TRUE	shared
chr17	67360000	67390000	chr17	67680000	67710000	15328	15331	15328_15331	5	9	TRUE	shared
chr17	68170000	68210000	chr17	68390000	68490000	15333	15335	15333_15335	5	7	TRUE	shared
chr17	68240000	68280000	chr17	68390000	68490000	15334	15335	15334_15335	7	12	TRUE	shared
chr17	68510000	68560000	chr17	68750000	68790000	15336	15337	15336_15337	3	4	TRUE	shared
chr17	68750000	68790000	chr17	69220000	69250000	15337	15340	15337_15340	4	12	TRUE	shared
chr17	69540000	69560000	chr17	70610000	70650000	15345	15354	15345_15354	2	3	TRUE	shared
chr17	69570000	69610000	chr17	70120000	70170000	15346	15349	15346_15349	5	10	TRUE	shared
chr1	234470000	234530000	chr1	234590000	234620000	1534	1535	1534_1535	2	5	TRUE	shared
chr1	234470000	234530000	chr1	234710000	234750000	1534	1537	1534_1537	3	6	TRUE	shared
chr1	234470000	234530000	chr1	234850000	234920000	1534	1538	1534_1538	2	3	TRUE	shared
chr1	234470000	234530000	chr1	234960000	235010000	1534	1539	1534_1539	3	8	TRUE	shared
chr1	234470000	234530000	chr1	235060000	235100000	1534	1540	1534_1540	5	12	TRUE	shared
chr17	70750000	70790000	chr17	72090000	72170000	15356	15367	15356_15367	0	4	TRUE	shared
chr17	70750000	70790000	chr17	72520000	72590000	15356	15374	15356_15374	2	5	TRUE	shared
chr1	234590000	234620000	chr1	234710000	234750000	1535	1537	1535_1537	2	9	TRUE	shared
chr1	234590000	234620000	chr1	234850000	234920000	1535	1538	1535_1538	1	3	TRUE	shared
chr1	234590000	234620000	chr1	234960000	235010000	1535	1539	1535_1539	3	10	TRUE	shared
chr1	234590000	234620000	chr1	235060000	235100000	1535	1540	1535_1540	5	11	TRUE	shared
chr17	71450000	71500000	chr17	72090000	72170000	15362	15367	15362_15367	4	10	TRUE	shared
chr17	72090000	72170000	chr17	72390000	72430000	15367	15371	15367_15371	1	5	TRUE	shared
chr17	72090000	72170000	chr17	72520000	72590000	15367	15374	15367_15374	4	8	TRUE	shared
chr17	72520000	72590000	chr17	73150000	73190000	15374	15378	15374_15378	3	9	TRUE	shared
chr17	72700000	72740000	chr17	73150000	73190000	15375	15378	15375_15378	4	11	TRUE	shared
chr17	72700000	72740000	chr17	73220000	73270000	15375	15379	15375_15379	4	6	TRUE	shared
chr17	72960000	73000000	chr17	73150000	73190000	15377	15378	15377_15378	4	8	TRUE	shared
chr17	73220000	73270000	chr17	73350000	73400000	15379	15380	15379_15380	5	11	TRUE	shared
chr1	234710000	234750000	chr1	234850000	234920000	1537	1538	1537_1538	1	5	TRUE	shared
chr1	234710000	234750000	chr1	234960000	235010000	1537	1539	1537_1539	5	5	TRUE	shared
chr1	234710000	234750000	chr1	235060000	235100000	1537	1540	1537_1540	5	10	TRUE	shared
chr17	73410000	73440000	chr17	73620000	73660000	15381	15382	15381_15382	4	4	TRUE	shared
chr17	73410000	73440000	chr17	73690000	73740000	15381	15383	15381_15383	5	9	TRUE	shared
chr17	74360000	74380000	chr17	74460000	74490000	15388	15389	15388_15389	5	10	TRUE	shared
chr1	234850000	234920000	chr1	235060000	235100000	1538	1540	1538_1540	4	5	TRUE	shared
chr17	75280000	75320000	chr17	75400000	75430000	15395	15396	15395_15396	3	5	TRUE	shared
chr1	234960000	235010000	chr1	235060000	235100000	1539	1540	1539_1540	2	5	TRUE	shared
chr17	76010000	76030000	chr17	76270000	76310000	15402	15404	15402_15404	3	3	TRUE	shared
chr17	76100000	76130000	chr17	76270000	76310000	15403	15404	15403_15404	4	6	TRUE	shared
chr17	76850000	76880000	chr17	77050000	77100000	15411	15412	15411_15412	5	11	TRUE	shared
chr17	77050000	77100000	chr17	77230000	77280000	15412	15413	15412_15413	5	12	TRUE	shared
chr17	77530000	77560000	chr17	77880000	77910000	15418	15420	15418_15420	2	4	TRUE	shared
chr17	77530000	77560000	chr17	78000000	78040000	15418	15423	15418_15423	5	10	TRUE	shared
chr1	235110000	235160000	chr1	235410000	235450000	1541	1545	1541_1545	2	5	TRUE	shared
chr17	78260000	78300000	chr17	78420000	78430000	15429	15430	15429_15430	4	6	TRUE	shared
chr17	78850000	78870000	chr17	78960000	78980000	15437	15438	15437_15438	5	9	TRUE	shared
chr17	79020000	79040000	chr17	79690000	79720000	15439	15444	15439_15444	0	3	TRUE	shared
chr17	79050000	79110000	chr17	79380000	79420000	15440	15443	15440_15443	5	12	TRUE	shared
chr17	79050000	79110000	chr17	79690000	79720000	15440	15444	15440_15444	3	8	TRUE	shared
chr17	79380000	79420000	chr17	79690000	79720000	15443	15444	15443_15444	5	11	TRUE	shared
chr17	79800000	79840000	chr17	79970000	80010000	15446	15447	15446_15447	3	11	TRUE	shared
chr17	80410000	80460000	chr17	80950000	80990000	15451	15455	15451_15455	4	12	TRUE	shared
chr17	81000000	81020000	chr17	81090000	81120000	15456	15457	15456_15457	3	3	TRUE	shared
chr17	81240000	81280000	chr17	81460000	81510000	15459	15460	15459_15460	4	11	TRUE	shared
chr17	81690000	81710000	chr17	81840000	81870000	15463	15464	15463_15464	2	4	TRUE	shared
chr1	235510000	235540000	chr1	235760000	235800000	1546	1547	1546_1547	1	4	TRUE	shared
chr17	82780000	82810000	chr17	82910000	82940000	15472	15473	15472_15473	3	7	TRUE	shared
chr18	280000	310000	chr18	600000	640000	15476	15481	15476_15481	5	10	TRUE	shared
