chr	start	end	width	strand	Conc	Conc_T2E	Conc_NonT2E	Fold	p.value	FDR	peak_ID
chr21	44908980	44909481	501	*	4.76	5.05	4.27	0.78	0.0129	0.0739	19087
chr4	164769609	164770110	501	*	4.73	5.08	4.13	0.95	0.0129	0.0739	19094
chr12	115474020	115474521	501	*	4.71	4.27	5.13	-0.86	0.0129	0.0739	19098
chr18	48455526	48456027	501	*	5.07	5.41	4.48	0.93	0.0129	0.0739	19099
chr1	150552875	150553376	501	*	5.25	5.53	4.81	0.72	0.013	0.074	19119
chr19	10272647	10273148	501	*	4.49	4.91	3.71	1.2	0.013	0.074	19125
chr22	41096109	41096610	501	*	4.28	3.81	4.72	-0.91	0.013	0.0741	19135
chr9	129362111	129362612	501	*	5.61	5.86	5.23	0.63	0.013	0.0741	19140
chr10	63169028	63169529	501	*	4.78	4.34	5.2	-0.86	0.013	0.0741	19144
chr13	43304170	43304671	501	*	5.93	5.5	6.33	-0.83	0.013	0.0742	19155
chr18	79385090	79385591	501	*	4.26	4.67	3.49	1.18	0.013	0.0742	19158
chr3	128650329	128650830	501	*	7.86	8.07	7.53	0.55	0.013	0.0742	19159
chr2	68907855	68908356	501	*	4.96	5.34	4.28	1.06	0.013	0.0742	19160
chr8	42180430	42180931	501	*	4.75	5.14	4.06	1.08	0.013	0.0742	19163
chr10	62431944	62432445	501	*	4.41	4.78	3.76	1.03	0.013	0.0742	19170
chr13	23374920	23375421	501	*	6.85	7.13	6.4	0.74	0.013	0.0743	19172
chr6	44256945	44257446	501	*	7.72	7.91	7.44	0.48	0.013	0.0743	19175
chr6	149847459	149847960	501	*	5.12	4.7	5.51	-0.81	0.013	0.0743	19179
chr7	99835863	99836364	501	*	4.3	3.71	4.81	-1.1	0.0131	0.0743	19188
chr1	246449911	246450412	501	*	4.95	5.24	4.47	0.77	0.0131	0.0744	19198
chr11	36148501	36149002	501	*	4.53	4.95	3.71	1.25	0.0131	0.0745	19200
chr20	32330597	32331098	501	*	4.66	4.19	5.09	-0.91	0.0131	0.0745	19205
chr2	234288585	234289086	501	*	4.79	5.12	4.23	0.88	0.0131	0.0745	19206
chr3	112305017	112305518	501	*	4.58	4.14	4.99	-0.84	0.0131	0.0746	19217
chr7	27744807	27745308	501	*	4.91	4.51	5.29	-0.78	0.0131	0.0746	19227
chr22	38316861	38317362	501	*	7.47	7.72	7.07	0.65	0.0131	0.0747	19241
chr10	20878810	20879311	501	*	4.71	5.06	4.12	0.94	0.0132	0.0747	19244
chr10	13299558	13300059	501	*	7.96	8.15	7.69	0.46	0.0132	0.0747	19249
chr13	46668099	46668600	501	*	4.83	5.12	4.35	0.77	0.0132	0.0747	19253
chr1	211329582	211330083	501	*	5.46	5.76	4.96	0.8	0.0132	0.0748	19259
chr12	93731519	93732020	501	*	4.47	3.86	4.98	-1.12	0.0132	0.0748	19262
chr6	30746574	30747075	501	*	4.43	4.78	3.83	0.95	0.0132	0.0748	19267
chr5	51387239	51387740	501	*	5.61	5.89	5.17	0.73	0.0132	0.0748	19272
chr16	66269338	66269839	501	*	3.99	4.42	3.16	1.26	0.0132	0.0749	19286
chr7	130887582	130888083	501	*	5.36	5.71	4.78	0.93	0.0132	0.075	19289
chr6	18136501	18137002	501	*	4.42	3.97	4.84	-0.87	0.0132	0.075	19291
chr5	51395447	51395948	501	*	4.7	5.02	4.16	0.86	0.0132	0.075	19293
chr7	91089443	91089944	501	*	5.01	4.63	5.38	-0.75	0.0132	0.075	19294
chr6	53650505	53651006	501	*	4.17	3.58	4.67	-1.09	0.0132	0.075	19297
chr7	99836602	99837103	501	*	4.07	3.42	4.6	-1.18	0.0133	0.075	19302
chr4	1156097	1156598	501	*	6.36	6.59	6	0.58	0.0133	0.0751	19308
chr8	2011995	2012496	501	*	5.82	5.5	6.15	-0.64	0.0133	0.0751	19310
chr11	122207119	122207620	501	*	5.23	5.51	4.78	0.73	0.0133	0.0751	19327
chr13	30126473	30126974	501	*	4.97	5.29	4.42	0.87	0.0133	0.0751	19328
chr9	36325989	36326490	501	*	4.74	4.26	5.17	-0.91	0.0133	0.0751	19333
chr5	38662042	38662543	501	*	4.43	3.83	4.93	-1.1	0.0133	0.0752	19338
chr1	39960350	39960851	501	*	4.68	5.04	4.07	0.97	0.0133	0.0752	19343
chr2	86184815	86185316	501	*	4.12	4.51	3.41	1.09	0.0133	0.0752	19348
chr17	78420028	78420529	501	*	4.67	5.01	4.07	0.95	0.0133	0.0752	19350
chr13	113817798	113818299	501	*	4.66	5.03	4.01	1.02	0.0133	0.0752	19359
chr9	98987777	98988278	501	*	4.86	5.22	4.24	0.98	0.0133	0.0752	19363
chr1	8033699	8034200	501	*	4.69	5.01	4.18	0.83	0.0133	0.0752	19366
chr7	26078959	26079460	501	*	5.3	5.59	4.82	0.76	0.0133	0.0753	19367
chr2	24827305	24828263	958	*	5.93	6.19	5.53	0.67	0.0133	0.0753	19371
chr16	1170991	1171492	501	*	4.28	4.65	3.63	1.02	0.0133	0.0753	19372
chr12	106127216	106127717	501	*	5.11	5.4	4.63	0.77	0.0134	0.0754	19387
chr8	95003797	95004298	501	*	5.65	5.29	6	-0.7	0.0134	0.0754	19394
chr10	60034199	60034700	501	*	4.34	4.68	3.76	0.93	0.0134	0.0755	19403
chr12	14844193	14844694	501	*	4.25	3.57	4.8	-1.22	0.0134	0.0755	19412
chr10	45446091	45446592	501	*	4.57	3.94	5.09	-1.15	0.0134	0.0756	19429
chr17	37188196	37188697	501	*	5.02	4.61	5.41	-0.79	0.0135	0.0756	19441
chr9	119957019	119957520	501	*	4.67	5	4.11	0.89	0.0135	0.0756	19442
chr19	9584298	9584799	501	*	7.97	8.14	7.73	0.41	0.0135	0.0756	19445
chr10	34101469	34101970	501	*	5.67	5.94	5.25	0.68	0.0135	0.0757	19460
chr3	58170180	58170681	501	*	4.51	4.86	3.93	0.93	0.0135	0.0757	19474
chr9	91071157	91071658	501	*	4.55	4.92	3.9	1.02	0.0135	0.0757	19476
chr20	62887637	62888138	501	*	5.98	6.22	5.63	0.59	0.0135	0.0758	19485
chr15	70358543	70359044	501	*	4.36	3.81	4.85	-1.04	0.0135	0.0758	19490
chr14	99230332	99230833	501	*	4.6	5.03	3.79	1.24	0.0135	0.0758	19497
chr10	71705535	71706036	501	*	4.34	4.77	3.51	1.25	0.0135	0.0758	19499
chr1	212665306	212665807	501	*	6.56	6.8	6.2	0.59	0.0135	0.0759	19502
chr10	122342161	122342662	501	*	4.59	4.96	3.94	1.03	0.0135	0.0759	19506
chr17	58002521	58003022	501	*	4.62	4.17	5.03	-0.85	0.0135	0.0759	19509
chr2	175373057	175373558	501	*	3.7	4.17	2.78	1.39	0.0136	0.0759	19513
chr6	32222964	32223465	501	*	4.5	4.91	3.72	1.19	0.0136	0.0759	19522
chr20	11218768	11219269	501	*	5.27	5.57	4.79	0.78	0.0136	0.076	19529
chr1	31549241	31549742	501	*	5.84	6.1	5.42	0.68	0.0136	0.076	19530
chr17	72986312	72986813	501	*	4.56	4.86	4.07	0.79	0.0136	0.076	19532
chr11	126062929	126063430	501	*	6.85	7.07	6.51	0.56	0.0136	0.076	19535
chr2	131093225	131093726	501	*	7.55	7.77	7.22	0.55	0.0136	0.076	19538
chr6	3501356	3501857	501	*	6.35	6.04	6.67	-0.63	0.0136	0.076	19541
chr9	95108101	95108602	501	*	4.56	4.93	3.9	1.03	0.0136	0.076	19545
chr5	170751719	170752220	501	*	5.5	5.84	4.93	0.9	0.0136	0.076	19547
chr7	131307031	131307532	501	*	4.73	4.2	5.2	-1.01	0.0136	0.076	19548
chr20	61883597	61884474	877	*	5.44	5.77	4.89	0.88	0.0136	0.076	19551
chr8	30803216	30803717	501	*	5.49	5.19	5.79	-0.6	0.0136	0.076	19552
chr1	232952638	232953139	501	*	4.49	4.06	4.89	-0.83	0.0136	0.0761	19565
chr7	42865752	42866253	501	*	4.82	5.21	4.13	1.08	0.0136	0.0761	19574
chr2	43038961	43039462	501	*	5.29	5.61	4.76	0.85	0.0136	0.0761	19577
chr15	50148930	50149431	501	*	5.58	5.11	6.02	-0.91	0.0137	0.0762	19587
chr2	65032243	65032744	501	*	5.92	6.18	5.51	0.67	0.0137	0.0762	19588
chr16	78230243	78230744	501	*	5.29	4.83	5.71	-0.88	0.0137	0.0763	19604
chr15	95256179	95256680	501	*	4.22	4.59	3.55	1.04	0.0137	0.0763	19613
chr12	32920032	32920533	501	*	6.08	5.8	6.36	-0.56	0.0137	0.0763	19616
chr5	143130673	143131174	501	*	4.45	4.84	3.75	1.08	0.0137	0.0763	19617
chr6	41442886	41443387	501	*	6.87	7.1	6.52	0.58	0.0137	0.0764	19625
chr5	149130066	149130567	501	*	4.87	4.31	5.36	-1.04	0.0137	0.0764	19629
chr4	138920434	138920935	501	*	4.9	4.46	5.31	-0.85	0.0137	0.0764	19630
chr17	77887683	77888184	501	*	7.39	7.58	7.1	0.48	0.0137	0.0764	19632
chr11	130403789	130404290	501	*	5.28	5.6	4.76	0.84	0.0137	0.0764	19633
chr5	56350082	56350583	501	*	4.95	5.27	4.41	0.86	0.0137	0.0764	19641
chr11	19564224	19564725	501	*	5.97	6.19	5.65	0.54	0.0138	0.0766	19656
chr9	127917171	127917672	501	*	5.57	5.83	5.14	0.69	0.0138	0.0766	19668
chr15	65180459	65180960	501	*	3.86	3.21	4.4	-1.19	0.0138	0.0766	19669
chr17	58110946	58111447	501	*	4.8	4.39	5.19	-0.79	0.0138	0.0767	19674
chr3	13484812	13485313	501	*	6.41	6.66	6.02	0.64	0.0138	0.0767	19679
chr6	136641491	136641992	501	*	3.96	4.37	3.2	1.18	0.0138	0.0767	19683
chr6	144282229	144283226	997	*	5.48	5.73	5.08	0.65	0.0138	0.0767	19686
chr11	126467653	126468154	501	*	4.42	4.84	3.62	1.23	0.0138	0.0767	19687
chr7	91629408	91629909	501	*	4.24	3.67	4.74	-1.08	0.0138	0.0767	19696
chr2	69554917	69555418	501	*	4.79	5.07	4.35	0.72	0.0138	0.0768	19700
chr13	30835113	30835614	501	*	4.74	5.11	4.08	1.03	0.0138	0.0768	19703
chr11	36057110	36057611	501	*	4.5	4.83	3.92	0.91	0.0139	0.0768	19706
chr19	38851780	38852281	501	*	7.24	7.45	6.93	0.53	0.0139	0.0768	19707
chr9	93119539	93120040	501	*	5.81	6.15	5.23	0.91	0.0139	0.0769	19711
chr1	164607438	164607939	501	*	4.45	4.02	4.86	-0.84	0.0139	0.0769	19716
chr21	38817482	38817983	501	*	4.63	4.99	3.98	1.01	0.0139	0.0769	19719
chr15	71100186	71100687	501	*	3.96	3.2	4.56	-1.36	0.0139	0.0769	19723
chr4	88216278	88216779	501	*	4.78	5.09	4.29	0.8	0.0139	0.0769	19724
chr11	36057981	36058482	501	*	4.49	4.85	3.88	0.97	0.0139	0.0769	19727
chr10	63115402	63115903	501	*	4.46	4.83	3.81	1.01	0.0139	0.0769	19729
chr3	15614952	15615453	501	*	4.68	4.09	5.18	-1.09	0.0139	0.077	19741
chr17	73365770	73366271	501	*	5.58	5.85	5.16	0.69	0.0139	0.077	19747
chr6	602989	603490	501	*	4.67	5	4.1	0.9	0.0139	0.0771	19752
chr9	73565188	73565689	501	*	4.99	4.47	5.45	-0.98	0.0139	0.0771	19754
chr10	79079210	79079711	501	*	5.46	5.74	5.01	0.73	0.0139	0.0771	19757
chr1	145871946	145872447	501	*	6.28	6.56	5.83	0.72	0.014	0.0772	19763
chr7	104923047	104923548	501	*	6	5.7	6.3	-0.6	0.014	0.0772	19764
chr5	14736334	14736835	501	*	4.62	4.08	5.1	-1.01	0.014	0.0772	19767
chrX	11427440	11427941	501	*	6.88	7.12	6.52	0.6	0.014	0.0772	19774
chr1	112336945	112337446	501	*	4.77	5.07	4.28	0.79	0.014	0.0772	19780
chr9	18260309	18260810	501	*	5.56	5.14	5.96	-0.83	0.014	0.0773	19782
chr6	41694600	41695101	501	*	4.87	5.16	4.4	0.76	0.014	0.0773	19784
chr12	52872104	52872605	501	*	4.57	4.95	3.9	1.05	0.014	0.0773	19795
chr7	131066168	131066669	501	*	4.04	4.42	3.36	1.06	0.014	0.0774	19802
chr14	67884178	67884679	501	*	4.64	4.22	5.04	-0.82	0.014	0.0774	19808
chr2	234496342	234496843	501	*	7.09	7.36	6.66	0.7	0.014	0.0775	19810
chr16	14512761	14513262	501	*	3.99	3.29	4.56	-1.27	0.0141	0.0775	19816
chr8	102368272	102368773	501	*	3.8	4.27	2.87	1.4	0.0141	0.0775	19828
chr19	55503792	55504293	501	*	5.61	5.89	5.15	0.74	0.0141	0.0775	19832
chr4	128811129	128811630	501	*	7.17	7.42	6.79	0.63	0.0141	0.0776	19842
chr7	16891525	16892026	501	*	4.88	4.52	5.23	-0.71	0.0141	0.0776	19856
chr9	137417194	137418144	950	*	5.27	5.62	4.65	0.97	0.0141	0.0776	19862
chr9	131735023	131735524	501	*	5.45	5.73	4.98	0.75	0.0141	0.0777	19867
chr22	31258906	31259407	501	*	4.36	3.84	4.82	-0.98	0.0141	0.0777	19874
chr17	28923249	28923750	501	*	4.37	4.7	3.81	0.89	0.0141	0.0778	19881
chr8	23688251	23688752	501	*	4.17	3.64	4.64	-1	0.0142	0.0778	19885
chr8	57586899	57587400	501	*	5.27	4.86	5.67	-0.81	0.0142	0.0778	19887
chr6	136787194	136787695	501	*	5.34	5.62	4.9	0.72	0.0142	0.0779	19896
chr1	32426612	32427113	501	*	6.27	6.52	5.87	0.65	0.0142	0.0779	19911
chr1	184076427	184076928	501	*	5.04	4.68	5.39	-0.7	0.0142	0.0779	19912
chr8	100506535	100507036	501	*	4.92	5.24	4.41	0.83	0.0142	0.0779	19913
chr11	133945789	133946290	501	*	4.64	5	4	1	0.0142	0.078	19920
chr6	170306720	170307221	501	*	7.82	8.01	7.54	0.47	0.0142	0.078	19924
chr2	222866235	222866736	501	*	5.05	5.37	4.5	0.87	0.0142	0.078	19925
chr5	15013603	15014104	501	*	4.83	4.38	5.24	-0.86	0.0142	0.078	19927
chr1	33633195	33633696	501	*	4.85	5.16	4.32	0.84	0.0142	0.078	19930
chr12	95837446	95837947	501	*	5.43	5.72	4.94	0.78	0.0142	0.078	19936
chr22	21941922	21942423	501	*	5.38	5.67	4.92	0.75	0.0142	0.078	19937
chr5	138753108	138753609	501	*	7.63	7.85	7.3	0.55	0.0143	0.0781	19946
chr2	217789405	217789906	501	*	5.59	5.88	5.11	0.77	0.0143	0.0781	19948
chr3	124973002	124973503	501	*	4.69	4.21	5.13	-0.92	0.0143	0.0781	19950
chr3	190711995	190712496	501	*	4.79	4.35	5.21	-0.86	0.0143	0.0781	19953
chr11	11621688	11622189	501	*	6.57	6.78	6.26	0.52	0.0143	0.0782	19955
chr20	62600692	62601193	501	*	4.32	4.75	3.47	1.29	0.0143	0.0782	19963
chr17	61374297	61374798	501	*	4.67	4.29	5.04	-0.76	0.0143	0.0782	19967
chr12	108566191	108566692	501	*	5.68	5.97	5.21	0.76	0.0143	0.0782	19974
chr15	95267163	95267664	501	*	5.11	5.39	4.68	0.71	0.0143	0.0784	19995
chr20	10674393	10674894	501	*	7.9	8.1	7.6	0.5	0.0143	0.0784	19998
chr12	93113198	93113699	501	*	4.54	4.11	4.95	-0.84	0.0144	0.0784	20002
chr16	12810832	12811333	501	*	5.14	4.65	5.57	-0.92	0.0144	0.0784	20005
chr20	59003653	59004154	501	*	4.4	4.8	3.67	1.14	0.0144	0.0785	20019
chr12	93552125	93552626	501	*	5.47	5.15	5.79	-0.64	0.0144	0.0786	20025
chr2	152489181	152489682	501	*	4.8	5.08	4.34	0.74	0.0144	0.0786	20028
chr7	26490819	26491320	501	*	4.51	4.94	3.67	1.27	0.0144	0.0786	20030
chr7	30808601	30809102	501	*	4.86	4.37	5.31	-0.94	0.0144	0.0786	20033
chr11	117946449	117946950	501	*	4.65	4.99	4.08	0.91	0.0144	0.0786	20037
chr3	100069245	100069746	501	*	5.16	5.45	4.7	0.75	0.0144	0.0787	20038
chr11	78420018	78420519	501	*	4.8	5.09	4.32	0.77	0.0144	0.0787	20040
chr11	15313026	15313527	501	*	4.93	4.59	5.27	-0.68	0.0144	0.0787	20041
chr6	2634025	2634526	501	*	7.16	7.35	6.87	0.48	0.0144	0.0787	20042
chr22	45867181	45867682	501	*	5.97	6.32	5.36	0.96	0.0144	0.0787	20050
chr12	3130073	3130574	501	*	5.83	6.12	5.35	0.76	0.0145	0.0787	20057
chr6	116275989	116276490	501	*	4.2	3.62	4.69	-1.07	0.0145	0.0788	20061
chr20	39850684	39851185	501	*	4.7	5.05	4.1	0.95	0.0145	0.0788	20066
chr11	13207638	13208139	501	*	5.44	5.72	5	0.72	0.0145	0.0788	20071
chr12	108814427	108814928	501	*	4.51	4.95	3.66	1.29	0.0145	0.0789	20076
chr3	37456051	37456552	501	*	5.3	5.57	4.86	0.71	0.0145	0.0789	20078
chr4	140609473	140609974	501	*	4.44	3.99	4.85	-0.86	0.0145	0.0789	20079
chr7	64515712	64516213	501	*	5.47	5.1	5.82	-0.72	0.0145	0.0789	20081
chr4	165077346	165077847	501	*	5.8	5.46	6.15	-0.69	0.0145	0.0789	20083
chr2	64062156	64062657	501	*	4.11	3.54	4.61	-1.06	0.0145	0.0789	20084
chr19	47500413	47500914	501	*	5.87	5.6	6.15	-0.55	0.0145	0.0789	20088
chr2	86224948	86225449	501	*	5.11	5.42	4.6	0.82	0.0145	0.0789	20091
chr6	136626135	136626636	501	*	4.51	4.92	3.75	1.17	0.0145	0.0789	20101
chr9	92633782	92634283	501	*	4.66	4.98	4.12	0.86	0.0145	0.0789	20106
chr6	32243681	32244182	501	*	5.28	5.62	4.72	0.9	0.0146	0.079	20115
chr1	64245501	64246002	501	*	5.55	5.27	5.84	-0.57	0.0146	0.0793	20137
chr11	111820122	111820623	501	*	4.79	5.09	4.28	0.82	0.0146	0.0793	20140
chr4	112100203	112100704	501	*	5.03	4.63	5.41	-0.78	0.0146	0.0793	20142
chr1	227765778	227766279	501	*	4.52	4.87	3.93	0.94	0.0146	0.0793	20153
chr2	42829640	42830141	501	*	5.35	5.63	4.88	0.75	0.0146	0.0794	20155
chr3	156674797	156675298	501	*	8.06	8.24	7.81	0.42	0.0147	0.0794	20161
chr3	64022987	64023488	501	*	7.61	7.8	7.35	0.45	0.0147	0.0794	20169
chr3	126994822	126995323	501	*	5.42	5.76	4.85	0.91	0.0147	0.0794	20178
chr16	14549649	14550150	501	*	5.04	4.6	5.44	-0.83	0.0147	0.0794	20179
chr7	41695878	41696379	501	*	5.64	5.89	5.26	0.64	0.0147	0.0795	20186
chr18	13624465	13624966	501	*	4.76	5.1	4.17	0.93	0.0147	0.0795	20189
chr1	232627927	232628428	501	*	5.11	4.71	5.49	-0.78	0.0147	0.0797	20212
chr18	420741	421242	501	*	3.84	3.01	4.48	-1.47	0.0147	0.0797	20213
chr11	15286850	15287351	501	*	5.11	5.43	4.58	0.85	0.0148	0.0797	20226
chr21	41766430	41766931	501	*	7.76	7.97	7.45	0.51	0.0148	0.0797	20228
chr21	17386429	17386930	501	*	4.48	4.04	4.89	-0.85	0.0148	0.0797	20229
chr12	12596374	12596875	501	*	3.91	3.14	4.5	-1.36	0.0148	0.0797	20234
chr9	112060892	112061393	501	*	5.67	5.97	5.17	0.8	0.0148	0.0798	20239
chr14	24952920	24953421	501	*	4	3.22	4.6	-1.38	0.0148	0.0798	20240
chr16	86343307	86343808	501	*	5.55	5.87	5.02	0.84	0.0148	0.0798	20243
chr17	75904561	75905062	501	*	6.84	7.08	6.45	0.64	0.0148	0.0798	20248
chr3	113577629	113578130	501	*	4.57	4.12	4.99	-0.87	0.0148	0.0799	20254
chr7	73868635	73869136	501	*	4.86	5.18	4.33	0.86	0.0148	0.0799	20255
chr11	8229779	8230280	501	*	4.71	5.26	3.45	1.8	0.0148	0.0799	20256
chr5	14729805	14730306	501	*	4.85	4.38	5.28	-0.9	0.0148	0.08	20260
chr20	31723049	31723550	501	*	8.18	8.33	7.99	0.34	0.0148	0.08	20262
chr10	80505018	80505519	501	*	6.32	6.53	6	0.52	0.0148	0.08	20270
chr19	3465464	3465965	501	*	4.68	5.02	4.1	0.92	0.0149	0.08	20277
chr1	211830342	211830843	501	*	7.69	7.94	7.31	0.63	0.0149	0.0801	20282
chr6	3746147	3746648	501	*	5.42	5.69	4.99	0.7	0.0149	0.0802	20292
chr10	128007786	128008287	501	*	4.6	5	3.88	1.11	0.0149	0.0802	20294
chr10	124743676	124744177	501	*	6.95	7.25	6.46	0.79	0.0149	0.0802	20296
chr12	124754923	124755424	501	*	5.86	6.11	5.46	0.65	0.0149	0.0802	20297
chr1	23225115	23225616	501	*	5.07	5.36	4.59	0.77	0.0149	0.0803	20315
chr11	2862558	2863059	501	*	4.79	5.18	4.07	1.11	0.0149	0.0803	20319
chr3	102087382	102087883	501	*	5.01	5.33	4.48	0.84	0.0149	0.0803	20321
chr8	30600979	30601480	501	*	4.86	4.46	5.24	-0.78	0.015	0.0804	20324
chr3	129244554	129245055	501	*	4.25	4.68	3.44	1.24	0.015	0.0804	20334
chr6	33788443	33788944	501	*	8.01	8.23	7.7	0.53	0.015	0.0805	20343
chr1	11648666	11649167	501	*	5.16	5.45	4.7	0.75	0.015	0.0805	20348
chr6	36756117	36756618	501	*	4.5	4.81	3.99	0.82	0.015	0.0805	20349
chr9	131628811	131629312	501	*	4.64	5.03	3.95	1.08	0.015	0.0805	20356
chr20	59006616	59007117	501	*	7.71	7.95	7.35	0.6	0.015	0.0806	20359
chr6	47034565	47035066	501	*	5.12	5.41	4.66	0.75	0.015	0.0806	20360
chr15	95265806	95266307	501	*	4.05	4.42	3.38	1.04	0.015	0.0806	20365
chr5	128955706	128956207	501	*	3.71	4.23	2.56	1.66	0.015	0.0806	20366
chr7	36965015	36965516	501	*	4.86	4.46	5.24	-0.78	0.015	0.0806	20377
chr16	87912445	87912946	501	*	4.61	4.96	3.99	0.97	0.0151	0.0807	20384
chr18	75204399	75204900	501	*	5.52	5.83	5.02	0.81	0.0151	0.0807	20386
chr9	124872499	124873000	501	*	4.3	4.64	3.71	0.94	0.0151	0.0807	20392
chr4	2763836	2764337	501	*	6.31	6.55	5.92	0.63	0.0151	0.0808	20399
chr9	35794293	35794794	501	*	4.54	4.07	4.96	-0.89	0.0151	0.0808	20413
chr12	64895478	64895979	501	*	4.83	4.39	5.23	-0.85	0.0151	0.0809	20420
chr7	25249572	25250073	501	*	4.2	3.65	4.68	-1.03	0.0151	0.0809	20423
chr7	73886441	73886942	501	*	6.14	6.38	5.77	0.61	0.0151	0.0809	20425
chr14	68784224	68784725	501	*	5.72	6.01	5.25	0.76	0.0151	0.0809	20432
chr5	134579805	134580306	501	*	5.67	5.94	5.25	0.69	0.0151	0.0809	20436
chr15	68730242	68730743	501	*	5.06	5.35	4.58	0.77	0.0152	0.081	20446
chr2	235608260	235608761	501	*	5.24	5.53	4.77	0.76	0.0152	0.081	20447
chr9	38389375	38389876	501	*	4.2	4.59	3.48	1.11	0.0152	0.081	20454
chr1	211146081	211146582	501	*	4.77	5.1	4.22	0.87	0.0152	0.0811	20456
chr12	124404000	124404501	501	*	5.95	6.24	5.48	0.76	0.0152	0.0811	20460
chr9	91424064	91424565	501	*	7.97	8.16	7.7	0.46	0.0152	0.0811	20461
chr12	117033657	117034158	501	*	5.66	5.34	5.99	-0.65	0.0152	0.0811	20469
chr12	108950924	108951425	501	*	4.39	4.74	3.8	0.94	0.0152	0.0811	20470
chr4	52037902	52038403	501	*	6.8	7.09	6.33	0.77	0.0152	0.0811	20471
chr10	3884046	3884547	501	*	4.35	4.73	3.68	1.05	0.0152	0.0811	20473
chr6	148367551	148368052	501	*	6.32	6.56	5.94	0.62	0.0152	0.0812	20474
chr1	208131978	208132479	501	*	4.69	4.26	5.09	-0.83	0.0152	0.0812	20477
chr7	92683330	92683831	501	*	4.79	4.37	5.18	-0.82	0.0152	0.0812	20486
chr12	829836	830337	501	*	5.17	4.73	5.58	-0.85	0.0152	0.0813	20489
chr12	1811282	1811783	501	*	4.68	5.07	3.98	1.08	0.0152	0.0813	20492
chr1	208029249	208029750	501	*	5.43	5.71	4.96	0.76	0.0153	0.0813	20496
chr10	47165644	47166145	501	*	6.19	6.45	5.77	0.68	0.0153	0.0813	20500
chr20	53575997	53576498	501	*	5.43	5.73	4.96	0.77	0.0153	0.0813	20508
chr6	110039833	110040334	501	*	5.52	5.78	5.1	0.68	0.0153	0.0814	20511
chr8	28323989	28324490	501	*	4.58	4.16	4.98	-0.82	0.0153	0.0814	20514
chr12	124567759	124568260	501	*	7.09	7.3	6.77	0.53	0.0153	0.0814	20519
chr11	118084015	118084516	501	*	5.34	5.62	4.88	0.74	0.0153	0.0814	20520
chr1	234478111	234478612	501	*	7.31	7.56	6.94	0.61	0.0153	0.0814	20528
chr13	36848228	36848729	501	*	4.13	3.52	4.65	-1.13	0.0153	0.0815	20532
chr19	3451532	3452033	501	*	4.98	5.32	4.4	0.92	0.0154	0.0816	20550
chr6	131545151	131545652	501	*	4.61	4.11	5.06	-0.95	0.0154	0.0816	20552
chr6	105392127	105392628	501	*	4.77	5.09	4.23	0.86	0.0154	0.0817	20567
chr21	30444098	30444599	501	*	4.48	3.72	5.08	-1.36	0.0154	0.0818	20579
chr20	57326151	57326652	501	*	4.28	4.69	3.53	1.16	0.0154	0.0818	20585
chr8	98567644	98568145	501	*	4.49	4.01	4.92	-0.91	0.0154	0.0819	20592
chr10	110304538	110305039	501	*	7.23	7.46	6.9	0.56	0.0154	0.0819	20596
chr6	6546230	6546731	501	*	5.88	6.2	5.37	0.83	0.0155	0.0821	20628
chr11	10407884	10408385	501	*	5.09	5.4	4.57	0.83	0.0155	0.0821	20644
chr12	115337877	115338378	501	*	5.26	5.57	4.74	0.82	0.0155	0.0822	20651
chr6	33599319	33599820	501	*	5.59	5.89	5.12	0.77	0.0155	0.0822	20654
chr11	8961294	8961795	501	*	4.64	4.15	5.08	-0.93	0.0156	0.0823	20660
chr21	42118889	42119390	501	*	5.77	5.99	5.44	0.56	0.0156	0.0824	20679
chr1	12595789	12596290	501	*	7.52	7.71	7.23	0.48	0.0156	0.0824	20687
chr1	14912936	14913873	937	*	5.6	5.9	5.09	0.81	0.0156	0.0824	20688
chr22	26674225	26674726	501	*	4.71	5	4.23	0.77	0.0156	0.0824	20693
chr1	65062887	65063388	501	*	4.58	4.17	4.97	-0.8	0.0156	0.0824	20697
chr11	7561801	7562302	501	*	4.87	4.54	5.21	-0.67	0.0156	0.0825	20700
chr22	35352228	35352729	501	*	5.35	5.63	4.91	0.72	0.0156	0.0825	20701
chr15	74318144	74318645	501	*	5.25	5.56	4.76	0.8	0.0156	0.0825	20705
chr12	93735851	93736352	501	*	4.56	4.15	4.94	-0.79	0.0156	0.0825	20706
chr9	133526702	133527203	501	*	4.92	5.25	4.37	0.88	0.0156	0.0825	20707
chr17	80450513	80451014	501	*	4.99	5.31	4.45	0.86	0.0156	0.0825	20710
chr20	58855687	58856188	501	*	5.27	5.61	4.67	0.94	0.0156	0.0825	20714
chr1	149962374	149962875	501	*	5.13	4.81	5.45	-0.63	0.0157	0.0826	20722
chr4	77618785	77619286	501	*	5.85	5.5	6.2	-0.7	0.0157	0.0827	20735
chr14	32076993	32077494	501	*	7.32	7.56	6.94	0.61	0.0157	0.0827	20736
chr17	57981795	57982296	501	*	3.98	3.08	4.63	-1.56	0.0157	0.0827	20737
chr11	11818572	11819073	501	*	4.44	4.89	3.56	1.33	0.0157	0.0827	20741
chr21	30442404	30442905	501	*	3.87	2.86	4.57	-1.71	0.0157	0.0828	20749
chr15	101091323	101091824	501	*	5.29	5.54	4.9	0.64	0.0157	0.0828	20754
chr2	149020479	149020980	501	*	4.17	3.5	4.72	-1.22	0.0157	0.0828	20761
