chr	start	end	width	strand	Conc	Conc_T2E	Conc_NonT2E	Fold	p.value	FDR	peak_ID
chr16	714572	715073	501	*	5.44	5.75	4.92	0.83	0.0127	0.0731	18956
chr19	18612733	18613234	501	*	6.79	7.06	6.37	0.69	0.0127	0.0731	18959
chr1	30086065	30086566	501	*	4.62	4.97	4.01	0.97	0.0127	0.0732	18962
chr17	76485357	76485858	501	*	4.34	4.7	3.7	1	0.0127	0.0732	18970
chr16	4315130	4315631	501	*	7.16	7.41	6.77	0.64	0.0127	0.0732	18973
chr13	98427975	98428476	501	*	4.27	3.63	4.81	-1.17	0.0127	0.0732	18974
chr2	66425855	66426356	501	*	6.46	6.71	6.08	0.62	0.0127	0.0733	18983
chr7	27921068	27921569	501	*	4.95	4.6	5.3	-0.7	0.0127	0.0733	18987
chr2	69384308	69384809	501	*	4.43	3.87	4.91	-1.04	0.0127	0.0733	18989
chr11	369318	370526	1208	*	6.73	7.17	5.87	1.29	0.0127	0.0733	18991
chr3	138916499	138917000	501	*	5.24	4.9	5.58	-0.68	0.0128	0.0733	18995
chr1	85259152	85259653	501	*	7.53	7.76	7.18	0.58	0.0128	0.0734	19001
chr6	11586811	11587312	501	*	4.8	4.41	5.17	-0.76	0.0128	0.0734	19002
chr5	96745946	96746447	501	*	4.92	5.21	4.46	0.75	0.0128	0.0734	19003
chr9	36327820	36328321	501	*	5.37	4.95	5.76	-0.81	0.0128	0.0734	19006
chr2	233389656	233390157	501	*	6.28	5.96	6.59	-0.63	0.0128	0.0734	19010
chr2	237594565	237595536	971	*	5.44	5.76	4.92	0.83	0.0128	0.0734	19014
chr6	157981898	157982399	501	*	7.9	8.08	7.62	0.46	0.0128	0.0734	19017
chr9	114930179	114930680	501	*	4.93	5.29	4.3	0.98	0.0128	0.0735	19021
chr11	62911649	62912150	501	*	4.7	4.25	5.12	-0.87	0.0128	0.0735	19024
chr5	37735898	37736399	501	*	4.42	3.96	4.84	-0.88	0.0128	0.0735	19027
chr2	111122620	111123121	501	*	7.51	7.75	7.13	0.63	0.0128	0.0735	19031
chr6	109382146	109382647	501	*	7.86	8.04	7.6	0.45	0.0128	0.0736	19033
chr3	41213967	41214468	501	*	4.22	3.67	4.69	-1.02	0.0128	0.0736	19035
chr20	3681798	3682299	501	*	6.65	6.92	6.23	0.69	0.0128	0.0736	19038
chr1	235783850	235784351	501	*	4.25	3.62	4.78	-1.15	0.0128	0.0736	19039
chr2	28413397	28413898	501	*	4.77	5.14	4.11	1.03	0.0128	0.0736	19041
chr6	87494926	87495427	501	*	4.26	3.51	4.85	-1.34	0.0128	0.0736	19042
chr6	45377516	45378017	501	*	7.8	7.97	7.53	0.44	0.0128	0.0736	19046
chr10	5612150	5612651	501	*	4.56	4.08	5	-0.93	0.0129	0.0737	19050
chr10	110008146	110008647	501	*	7.37	7.6	7.01	0.59	0.0129	0.0738	19053
chr21	45427911	45428412	501	*	4.57	4.91	4	0.91	0.0129	0.0738	19055
chr3	196081690	196082191	501	*	7.67	7.89	7.35	0.53	0.0129	0.0738	19060
chr2	64514578	64515079	501	*	5.3	4.84	5.73	-0.89	0.0129	0.0738	19061
chr2	105371755	105372256	501	*	4.77	5.07	4.28	0.79	0.0129	0.0739	19075
chr14	22545929	22546430	501	*	5.68	5.97	5.21	0.76	0.0129	0.0739	19077
chr16	69394149	69394650	501	*	4.89	4.39	5.35	-0.96	0.0129	0.0739	19078
chr6	1609443	1609944	501	*	6.76	7.05	6.29	0.76	0.0129	0.0739	19080
chr5	172443860	172444361	501	*	6.18	6.43	5.79	0.65	0.0129	0.0739	19082
chr12	56763486	56763987	501	*	5.77	5.27	6.23	-0.96	0.0129	0.0739	19086
chr21	44908980	44909481	501	*	4.76	5.05	4.27	0.78	0.0129	0.0739	19087
chr2	179571720	179572221	501	*	6.34	6.05	6.64	-0.6	0.0129	0.0739	19091
chr4	164769609	164770110	501	*	4.73	5.08	4.13	0.95	0.0129	0.0739	19094
chr12	115474020	115474521	501	*	4.71	4.27	5.13	-0.86	0.0129	0.0739	19098
chr18	48455526	48456027	501	*	5.07	5.41	4.48	0.93	0.0129	0.0739	19099
chr15	74929408	74929909	501	*	4.2	3.66	4.67	-1.01	0.0129	0.074	19117
chr10	63271674	63272175	501	*	4.39	4.74	3.78	0.96	0.0129	0.074	19118
chr1	150552875	150553376	501	*	5.25	5.53	4.81	0.72	0.013	0.074	19119
chr19	10272647	10273148	501	*	4.49	4.91	3.71	1.2	0.013	0.074	19125
chr22	41096109	41096610	501	*	4.28	3.81	4.72	-0.91	0.013	0.0741	19135
chr9	129362111	129362612	501	*	5.61	5.86	5.23	0.63	0.013	0.0741	19140
chr11	64128799	64129300	501	*	4.72	5.04	4.18	0.86	0.013	0.0741	19143
chr10	63169028	63169529	501	*	4.78	4.34	5.2	-0.86	0.013	0.0741	19144
chr5	78535862	78536363	501	*	4.48	4.85	3.83	1.02	0.013	0.0741	19147
chr12	52084765	52085266	501	*	6.63	6.28	6.96	-0.68	0.013	0.0741	19148
chr13	43304170	43304671	501	*	5.93	5.5	6.33	-0.83	0.013	0.0742	19155
chr17	38428158	38428659	501	*	6.39	6.65	5.97	0.69	0.013	0.0742	19157
chr18	79385090	79385591	501	*	4.26	4.67	3.49	1.18	0.013	0.0742	19158
chr3	128650329	128650830	501	*	7.86	8.07	7.53	0.55	0.013	0.0742	19159
chr2	68907855	68908356	501	*	4.96	5.34	4.28	1.06	0.013	0.0742	19160
chr8	42180430	42180931	501	*	4.75	5.14	4.06	1.08	0.013	0.0742	19163
chr17	42096977	42097478	501	*	5.36	4.8	5.85	-1.05	0.013	0.0742	19168
chr13	44989479	44989980	501	*	7.59	7.77	7.32	0.45	0.013	0.0742	19169
chr10	62431944	62432445	501	*	4.41	4.78	3.76	1.03	0.013	0.0742	19170
chr13	23374920	23375421	501	*	6.85	7.13	6.4	0.74	0.013	0.0743	19172
chr6	44256945	44257446	501	*	7.72	7.91	7.44	0.48	0.013	0.0743	19175
chr6	149847459	149847960	501	*	5.12	4.7	5.51	-0.81	0.013	0.0743	19179
chr4	105144530	105145031	501	*	5.23	4.87	5.58	-0.71	0.013	0.0743	19180
chr9	2816489	2816990	501	*	4.98	4.65	5.32	-0.67	0.013	0.0743	19181
chr7	99835863	99836364	501	*	4.3	3.71	4.81	-1.1	0.0131	0.0743	19188
chr1	94541778	94542279	501	*	7.51	7.7	7.23	0.46	0.0131	0.0743	19190
chr16	58495381	58495882	501	*	5.15	5.49	4.56	0.93	0.0131	0.0744	19195
chr1	246449911	246450412	501	*	4.95	5.24	4.47	0.77	0.0131	0.0744	19198
chr11	36148501	36149002	501	*	4.53	4.95	3.71	1.25	0.0131	0.0745	19200
chr2	96321310	96321811	501	*	6.54	6.8	6.14	0.65	0.0131	0.0745	19202
chr17	76265800	76266301	501	*	7.69	7.91	7.35	0.57	0.0131	0.0745	19204
chr20	32330597	32331098	501	*	4.66	4.19	5.09	-0.91	0.0131	0.0745	19205
chr2	234288585	234289086	501	*	4.79	5.12	4.23	0.88	0.0131	0.0745	19206
chr3	112305017	112305518	501	*	4.58	4.14	4.99	-0.84	0.0131	0.0746	19217
chr2	41872643	41873144	501	*	4.32	4.73	3.56	1.18	0.0131	0.0746	19226
chr7	27744807	27745308	501	*	4.91	4.51	5.29	-0.78	0.0131	0.0746	19227
chr19	17075569	17076070	501	*	6.94	7.18	6.58	0.6	0.0131	0.0746	19228
chr10	43648355	43648856	501	*	7.81	8.01	7.51	0.5	0.0131	0.0746	19231
chr4	94642330	94642831	501	*	5.37	5.01	5.73	-0.72	0.0131	0.0746	19233
chr22	38316861	38317362	501	*	7.47	7.72	7.07	0.65	0.0131	0.0747	19241
chr10	20878810	20879311	501	*	4.71	5.06	4.12	0.94	0.0132	0.0747	19244
chr10	13299558	13300059	501	*	7.96	8.15	7.69	0.46	0.0132	0.0747	19249
chr13	46668099	46668600	501	*	4.83	5.12	4.35	0.77	0.0132	0.0747	19253
chr8	125696864	125697365	501	*	4.79	5.12	4.26	0.86	0.0132	0.0747	19255
chr7	5703333	5703834	501	*	4.94	4.56	5.3	-0.74	0.0132	0.0748	19258
chr1	211329582	211330083	501	*	5.46	5.76	4.96	0.8	0.0132	0.0748	19259
chr1	6260416	6260917	501	*	6.66	6.96	6.15	0.81	0.0132	0.0748	19261
chr12	93731519	93732020	501	*	4.47	3.86	4.98	-1.12	0.0132	0.0748	19262
chr6	30746574	30747075	501	*	4.43	4.78	3.83	0.95	0.0132	0.0748	19267
chr5	149805986	149806487	501	*	5.46	5.76	4.99	0.77	0.0132	0.0748	19268
chr15	57636709	57637210	501	*	4.36	3.83	4.83	-1	0.0132	0.0748	19271
chr5	51387239	51387740	501	*	5.61	5.89	5.17	0.73	0.0132	0.0748	19272
chr9	92619387	92619888	501	*	4.86	5.18	4.3	0.89	0.0132	0.0748	19273
chr1	230754776	230755277	501	*	5.7	5.28	6.1	-0.82	0.0132	0.0748	19274
chr5	65925768	65926269	501	*	8.13	8.32	7.85	0.47	0.0132	0.0748	19275
chr3	143119526	143120027	501	*	5.97	6.26	5.51	0.75	0.0132	0.0748	19276
chr3	57060223	57060724	501	*	5.08	5.37	4.61	0.76	0.0132	0.0749	19285
chr16	66269338	66269839	501	*	3.99	4.42	3.16	1.26	0.0132	0.0749	19286
chr7	130887582	130888083	501	*	5.36	5.71	4.78	0.93	0.0132	0.075	19289
chr6	18136501	18137002	501	*	4.42	3.97	4.84	-0.87	0.0132	0.075	19291
chr5	51395447	51395948	501	*	4.7	5.02	4.16	0.86	0.0132	0.075	19293
chr7	91089443	91089944	501	*	5.01	4.63	5.38	-0.75	0.0132	0.075	19294
chr6	53650505	53651006	501	*	4.17	3.58	4.67	-1.09	0.0132	0.075	19297
chr2	8669087	8669588	501	*	4.46	4.82	3.84	0.97	0.0133	0.075	19298
chr7	99836602	99837103	501	*	4.07	3.42	4.6	-1.18	0.0133	0.075	19302
chr4	1156097	1156598	501	*	6.36	6.59	6	0.58	0.0133	0.0751	19308
chr8	2011995	2012496	501	*	5.82	5.5	6.15	-0.64	0.0133	0.0751	19310
chr18	55337991	55338492	501	*	4.84	5.14	4.35	0.79	0.0133	0.0751	19315
chr20	25200703	25201204	501	*	4.35	3.66	4.92	-1.26	0.0133	0.0751	19316
chr1	203692455	203692956	501	*	5.57	5.83	5.14	0.69	0.0133	0.0751	19319
chr2	10845735	10846236	501	*	4.7	4.18	5.17	-0.99	0.0133	0.0751	19324
chr11	122207119	122207620	501	*	5.23	5.51	4.78	0.73	0.0133	0.0751	19327
chr13	30126473	30126974	501	*	4.97	5.29	4.42	0.87	0.0133	0.0751	19328
chr9	36325989	36326490	501	*	4.74	4.26	5.17	-0.91	0.0133	0.0751	19333
chr5	38662042	38662543	501	*	4.43	3.83	4.93	-1.1	0.0133	0.0752	19338
chr11	57638263	57638764	501	*	7.18	7.4	6.86	0.54	0.0133	0.0752	19339
chr16	86585943	86586444	501	*	4.12	4.58	3.2	1.38	0.0133	0.0752	19341
chr1	39960350	39960851	501	*	4.68	5.04	4.07	0.97	0.0133	0.0752	19343
chr2	227472413	227472914	501	*	7.63	7.9	7.2	0.69	0.0133	0.0752	19344
chr10	15442022	15442523	501	*	4.31	3.83	4.74	-0.92	0.0133	0.0752	19345
chr4	155953521	155954022	501	*	8.14	8.3	7.92	0.38	0.0133	0.0752	19347
chr2	86184815	86185316	501	*	4.12	4.51	3.41	1.09	0.0133	0.0752	19348
chr17	78420028	78420529	501	*	4.67	5.01	4.07	0.95	0.0133	0.0752	19350
chr1	201538925	201539426	501	*	7.36	7.58	7.03	0.55	0.0133	0.0752	19351
chr13	113817798	113818299	501	*	4.66	5.03	4.01	1.02	0.0133	0.0752	19359
chr9	98987777	98988278	501	*	4.86	5.22	4.24	0.98	0.0133	0.0752	19363
chr1	8033699	8034200	501	*	4.69	5.01	4.18	0.83	0.0133	0.0752	19366
chr7	26078959	26079460	501	*	5.3	5.59	4.82	0.76	0.0133	0.0753	19367
chr2	24827305	24828263	958	*	5.93	6.19	5.53	0.67	0.0133	0.0753	19371
chr16	1170991	1171492	501	*	4.28	4.65	3.63	1.02	0.0133	0.0753	19372
chr12	106127216	106127717	501	*	5.11	5.4	4.63	0.77	0.0134	0.0754	19387
chr8	95003797	95004298	501	*	5.65	5.29	6	-0.7	0.0134	0.0754	19394
chr7	139702138	139702639	501	*	5.43	5.75	4.89	0.86	0.0134	0.0754	19399
chr10	60034199	60034700	501	*	4.34	4.68	3.76	0.93	0.0134	0.0755	19403
chr12	14844193	14844694	501	*	4.25	3.57	4.8	-1.22	0.0134	0.0755	19412
chr12	101828189	101828690	501	*	4.61	5.17	3.3	1.87	0.0134	0.0755	19417
chr3	120098303	120098804	501	*	4.54	4.12	4.94	-0.83	0.0134	0.0755	19418
chr10	45446091	45446592	501	*	4.57	3.94	5.09	-1.15	0.0134	0.0756	19429
chr16	48384970	48385471	501	*	7.37	7.65	6.92	0.74	0.0134	0.0756	19431
chr17	37188196	37188697	501	*	5.02	4.61	5.41	-0.79	0.0135	0.0756	19441
chr9	119957019	119957520	501	*	4.67	5	4.11	0.89	0.0135	0.0756	19442
chr5	149550831	149551332	501	*	8.39	8.54	8.17	0.38	0.0135	0.0756	19443
chr1	223011019	223011520	501	*	4.92	4.53	5.3	-0.77	0.0135	0.0756	19444
chr19	9584298	9584799	501	*	7.97	8.14	7.73	0.41	0.0135	0.0756	19445
chr17	36948896	36949397	501	*	7.6	7.82	7.27	0.55	0.0135	0.0757	19457
chr10	34101469	34101970	501	*	5.67	5.94	5.25	0.68	0.0135	0.0757	19460
chr18	9334486	9334987	501	*	6.88	7.12	6.51	0.61	0.0135	0.0757	19470
chr5	143593516	143594017	501	*	4.37	4.77	3.64	1.12	0.0135	0.0757	19472
chr3	58170180	58170681	501	*	4.51	4.86	3.93	0.93	0.0135	0.0757	19474
chr9	91071157	91071658	501	*	4.55	4.92	3.9	1.02	0.0135	0.0757	19476
chr16	2214176	2214677	501	*	6.91	7.22	6.39	0.83	0.0135	0.0757	19477
chr1	94819969	94820470	501	*	7.34	7.53	7.06	0.47	0.0135	0.0758	19483
chr20	62887637	62888138	501	*	5.98	6.22	5.63	0.59	0.0135	0.0758	19485
chr15	70358543	70359044	501	*	4.36	3.81	4.85	-1.04	0.0135	0.0758	19490
chr14	99230332	99230833	501	*	4.6	5.03	3.79	1.24	0.0135	0.0758	19497
chr10	71705535	71706036	501	*	4.34	4.77	3.51	1.25	0.0135	0.0758	19499
chr1	212665306	212665807	501	*	6.56	6.8	6.2	0.59	0.0135	0.0759	19502
chr1	109793335	109793836	501	*	5.01	5.3	4.54	0.76	0.0135	0.0759	19504
chr10	122342161	122342662	501	*	4.59	4.96	3.94	1.03	0.0135	0.0759	19506
chr17	58002521	58003022	501	*	4.62	4.17	5.03	-0.85	0.0135	0.0759	19509
chr11	65899861	65900362	501	*	7.48	7.71	7.11	0.6	0.0135	0.0759	19510
chr2	175373057	175373558	501	*	3.7	4.17	2.78	1.39	0.0136	0.0759	19513
chr2	69744778	69745279	501	*	4.31	3.83	4.75	-0.93	0.0136	0.0759	19516
chr6	32222964	32223465	501	*	4.5	4.91	3.72	1.19	0.0136	0.0759	19522
chr5	55530603	55531104	501	*	6.67	6.86	6.39	0.48	0.0136	0.0759	19523
chr14	57069154	57069655	501	*	4.5	4.03	4.93	-0.9	0.0136	0.0759	19524
chr1	111515506	111516007	501	*	6.29	6.56	5.86	0.71	0.0136	0.0759	19526
chr20	11218768	11219269	501	*	5.27	5.57	4.79	0.78	0.0136	0.076	19529
chr1	31549241	31549742	501	*	5.84	6.1	5.42	0.68	0.0136	0.076	19530
chr17	72986312	72986813	501	*	4.56	4.86	4.07	0.79	0.0136	0.076	19532
chr14	60514629	60515130	501	*	7.23	7.44	6.92	0.53	0.0136	0.076	19534
chr11	126062929	126063430	501	*	6.85	7.07	6.51	0.56	0.0136	0.076	19535
chr2	131093225	131093726	501	*	7.55	7.77	7.22	0.55	0.0136	0.076	19538
chr6	3501356	3501857	501	*	6.35	6.04	6.67	-0.63	0.0136	0.076	19541
chr9	95108101	95108602	501	*	4.56	4.93	3.9	1.03	0.0136	0.076	19545
chr5	170751719	170752220	501	*	5.5	5.84	4.93	0.9	0.0136	0.076	19547
chr7	131307031	131307532	501	*	4.73	4.2	5.2	-1.01	0.0136	0.076	19548
chr1	10799834	10800335	501	*	4.36	3.88	4.79	-0.91	0.0136	0.076	19549
chr20	61883597	61884474	877	*	5.44	5.77	4.89	0.88	0.0136	0.076	19551
chr8	30803216	30803717	501	*	5.49	5.19	5.79	-0.6	0.0136	0.076	19552
chr11	7545738	7546239	501	*	4.4	3.7	4.97	-1.28	0.0136	0.076	19555
chr6	33696478	33696979	501	*	6.02	6.26	5.66	0.6	0.0136	0.0761	19564
chr1	232952638	232953139	501	*	4.49	4.06	4.89	-0.83	0.0136	0.0761	19565
chr8	17489264	17489765	501	*	5.84	5.44	6.22	-0.78	0.0136	0.0761	19566
chr7	42865752	42866253	501	*	4.82	5.21	4.13	1.08	0.0136	0.0761	19574
chr17	48048087	48048588	501	*	7.35	7.56	7.05	0.51	0.0136	0.0761	19575
chr2	43038961	43039462	501	*	5.29	5.61	4.76	0.85	0.0136	0.0761	19577
chr15	50148930	50149431	501	*	5.58	5.11	6.02	-0.91	0.0137	0.0762	19587
chr2	65032243	65032744	501	*	5.92	6.18	5.51	0.67	0.0137	0.0762	19588
chr6	35342558	35343059	501	*	7.72	7.93	7.41	0.52	0.0137	0.0763	19600
chr16	78230243	78230744	501	*	5.29	4.83	5.71	-0.88	0.0137	0.0763	19604
chr15	95256179	95256680	501	*	4.22	4.59	3.55	1.04	0.0137	0.0763	19613
chr2	241740796	241741297	501	*	4.45	4.85	3.7	1.15	0.0137	0.0763	19614
chr12	32920032	32920533	501	*	6.08	5.8	6.36	-0.56	0.0137	0.0763	19616
chr5	143130673	143131174	501	*	4.45	4.84	3.75	1.08	0.0137	0.0763	19617
chr10	32055873	32056374	501	*	8.18	8.34	7.95	0.4	0.0137	0.0764	19624
chr6	41442886	41443387	501	*	6.87	7.1	6.52	0.58	0.0137	0.0764	19625
chr5	149130066	149130567	501	*	4.87	4.31	5.36	-1.04	0.0137	0.0764	19629
chr4	138920434	138920935	501	*	4.9	4.46	5.31	-0.85	0.0137	0.0764	19630
chr17	77887683	77888184	501	*	7.39	7.58	7.1	0.48	0.0137	0.0764	19632
chr11	130403789	130404290	501	*	5.28	5.6	4.76	0.84	0.0137	0.0764	19633
chr5	56350082	56350583	501	*	4.95	5.27	4.41	0.86	0.0137	0.0764	19641
chr16	22008127	22008628	501	*	7.33	7.58	6.95	0.62	0.0138	0.0765	19648
chr16	30075933	30076434	501	*	7.73	7.93	7.44	0.49	0.0138	0.0766	19654
chr11	19564224	19564725	501	*	5.97	6.19	5.65	0.54	0.0138	0.0766	19656
chr9	127917171	127917672	501	*	5.57	5.83	5.14	0.69	0.0138	0.0766	19668
chr15	65180459	65180960	501	*	3.86	3.21	4.4	-1.19	0.0138	0.0766	19669
chr17	19507511	19508012	501	*	7.43	7.67	7.06	0.6	0.0138	0.0766	19670
chr17	58110946	58111447	501	*	4.8	4.39	5.19	-0.79	0.0138	0.0767	19674
chr3	13484812	13485313	501	*	6.41	6.66	6.02	0.64	0.0138	0.0767	19679
chr6	136641491	136641992	501	*	3.96	4.37	3.2	1.18	0.0138	0.0767	19683
chr16	69275263	69275764	501	*	4.21	3.72	4.65	-0.93	0.0138	0.0767	19684
chr6	144282229	144283226	997	*	5.48	5.73	5.08	0.65	0.0138	0.0767	19686
chr11	126467653	126468154	501	*	4.42	4.84	3.62	1.23	0.0138	0.0767	19687
chr1	155978175	155978676	501	*	7.46	7.69	7.1	0.6	0.0138	0.0767	19694
chr7	91629408	91629909	501	*	4.24	3.67	4.74	-1.08	0.0138	0.0767	19696
chr2	69554917	69555418	501	*	4.79	5.07	4.35	0.72	0.0138	0.0768	19700
chr22	19761159	19761660	501	*	6.71	6.99	6.24	0.75	0.0138	0.0768	19701
chr13	30835113	30835614	501	*	4.74	5.11	4.08	1.03	0.0138	0.0768	19703
chrX	130060186	130060687	501	*	6.46	6.7	6.1	0.6	0.0139	0.0768	19705
chr11	36057110	36057611	501	*	4.5	4.83	3.92	0.91	0.0139	0.0768	19706
chr19	38851780	38852281	501	*	7.24	7.45	6.93	0.53	0.0139	0.0768	19707
chr9	93119539	93120040	501	*	5.81	6.15	5.23	0.91	0.0139	0.0769	19711
chr13	44296376	44297322	946	*	5.57	5.89	5.04	0.85	0.0139	0.0769	19713
chr1	164607438	164607939	501	*	4.45	4.02	4.86	-0.84	0.0139	0.0769	19716
chr1	2050066	2050567	501	*	6.33	6.61	5.89	0.72	0.0139	0.0769	19717
chr21	38817482	38817983	501	*	4.63	4.99	3.98	1.01	0.0139	0.0769	19719
chr15	71100186	71100687	501	*	3.96	3.2	4.56	-1.36	0.0139	0.0769	19723
chr4	88216278	88216779	501	*	4.78	5.09	4.29	0.8	0.0139	0.0769	19724
chr1	37793642	37794143	501	*	6.2	6.48	5.73	0.75	0.0139	0.0769	19726
chr11	36057981	36058482	501	*	4.49	4.85	3.88	0.97	0.0139	0.0769	19727
chr10	63115402	63115903	501	*	4.46	4.83	3.81	1.01	0.0139	0.0769	19729
chr21	39805419	39805920	501	*	4.93	4.39	5.4	-1.01	0.0139	0.077	19730
chr12	63821745	63822246	501	*	5.15	5.45	4.66	0.79	0.0139	0.077	19738
chr3	15614952	15615453	501	*	4.68	4.09	5.18	-1.09	0.0139	0.077	19741
chr3	100590276	100590777	501	*	4.07	3.48	4.57	-1.09	0.0139	0.077	19746
chr17	73365770	73366271	501	*	5.58	5.85	5.16	0.69	0.0139	0.077	19747
chr7	107856669	107857170	501	*	6.72	6.41	7.03	-0.62	0.0139	0.0771	19750
chr6	602989	603490	501	*	4.67	5	4.1	0.9	0.0139	0.0771	19752
chr9	73565188	73565689	501	*	4.99	4.47	5.45	-0.98	0.0139	0.0771	19754
chr10	79079210	79079711	501	*	5.46	5.74	5.01	0.73	0.0139	0.0771	19757
chr14	64806135	64806636	501	*	5.03	5.39	4.38	1.01	0.014	0.0771	19761
chr1	145871946	145872447	501	*	6.28	6.56	5.83	0.72	0.014	0.0772	19763
chr7	104923047	104923548	501	*	6	5.7	6.3	-0.6	0.014	0.0772	19764
chr6	53194360	53194861	501	*	4.54	4	5.01	-1	0.014	0.0772	19765
chr5	14736334	14736835	501	*	4.62	4.08	5.1	-1.01	0.014	0.0772	19767
chr15	85340211	85340712	501	*	5.02	5.34	4.48	0.86	0.014	0.0772	19771
chr11	133951059	133951560	501	*	5.48	5.75	5.04	0.72	0.014	0.0772	19772
chrX	11427440	11427941	501	*	6.88	7.12	6.52	0.6	0.014	0.0772	19774
chr9	129589315	129589816	501	*	5.79	5.47	6.11	-0.65	0.014	0.0772	19776
chr1	112336945	112337446	501	*	4.77	5.07	4.28	0.79	0.014	0.0772	19780
chr9	18260309	18260810	501	*	5.56	5.14	5.96	-0.83	0.014	0.0773	19782
chr6	41694600	41695101	501	*	4.87	5.16	4.4	0.76	0.014	0.0773	19784
chr17	45221613	45222114	501	*	6.96	7.36	6.23	1.13	0.014	0.0773	19785
chr3	115147913	115148414	501	*	7.59	7.78	7.29	0.49	0.014	0.0773	19791
chr6	127118071	127119020	949	*	5.93	6.18	5.53	0.64	0.014	0.0773	19792
chr12	52872104	52872605	501	*	4.57	4.95	3.9	1.05	0.014	0.0773	19795
chr7	131066168	131066669	501	*	4.04	4.42	3.36	1.06	0.014	0.0774	19802
chr14	67884178	67884679	501	*	4.64	4.22	5.04	-0.82	0.014	0.0774	19808
chr2	234496342	234496843	501	*	7.09	7.36	6.66	0.7	0.014	0.0775	19810
chr9	133584894	133585395	501	*	5.69	5.99	5.22	0.77	0.014	0.0775	19815
chr16	14512761	14513262	501	*	3.99	3.29	4.56	-1.27	0.0141	0.0775	19816
chr22	24935170	24935671	501	*	3.83	4.31	2.83	1.49	0.0141	0.0775	19825
chr11	128521801	128522302	501	*	7.75	7.92	7.5	0.42	0.0141	0.0775	19827
chr8	102368272	102368773	501	*	3.8	4.27	2.87	1.4	0.0141	0.0775	19828
chr19	55503792	55504293	501	*	5.61	5.89	5.15	0.74	0.0141	0.0775	19832
chr1	84298821	84299322	501	*	7.98	8.14	7.75	0.39	0.0141	0.0775	19835
chr9	22042359	22042860	501	*	5.46	5.07	5.83	-0.76	0.0141	0.0776	19841
chr4	128811129	128811630	501	*	7.17	7.42	6.79	0.63	0.0141	0.0776	19842
chr7	16891525	16892026	501	*	4.88	4.52	5.23	-0.71	0.0141	0.0776	19856
chr11	122882906	122883407	501	*	7.71	7.91	7.41	0.51	0.0141	0.0776	19858
chr9	137417194	137418144	950	*	5.27	5.62	4.65	0.97	0.0141	0.0776	19862
chr16	11084992	11085493	501	*	5.05	5.36	4.54	0.82	0.0141	0.0777	19864
chr9	131735023	131735524	501	*	5.45	5.73	4.98	0.75	0.0141	0.0777	19867
chr11	102346983	102347484	501	*	7.65	7.85	7.36	0.49	0.0141	0.0777	19871
chr11	33703782	33704283	501	*	4.75	5.13	4.08	1.04	0.0141	0.0777	19872
chr21	16081508	16082009	501	*	5.2	4.84	5.55	-0.71	0.0141	0.0777	19873
chr22	31258906	31259407	501	*	4.36	3.84	4.82	-0.98	0.0141	0.0777	19874
chr18	7828372	7828873	501	*	4.09	3.46	4.62	-1.17	0.0141	0.0777	19875
chr17	28923249	28923750	501	*	4.37	4.7	3.81	0.89	0.0141	0.0778	19881
chr7	156567157	156567658	501	*	6.87	7.16	6.4	0.76	0.0142	0.0778	19884
chr8	23688251	23688752	501	*	4.17	3.64	4.64	-1	0.0142	0.0778	19885
chr8	57586899	57587400	501	*	5.27	4.86	5.67	-0.81	0.0142	0.0778	19887
chr22	36386725	36387226	501	*	8.13	8.31	7.86	0.45	0.0142	0.0778	19890
chr11	134355291	134355792	501	*	6.06	5.7	6.42	-0.73	0.0142	0.0779	19892
chr6	136787194	136787695	501	*	5.34	5.62	4.9	0.72	0.0142	0.0779	19896
chr7	70712814	70713315	501	*	4.69	4.2	5.13	-0.93	0.0142	0.0779	19897
chr16	84642944	84643445	501	*	5.12	5.42	4.62	0.8	0.0142	0.0779	19898
chr10	102818568	102819069	501	*	5.43	5.78	4.85	0.93	0.0142	0.0779	19902
chr9	38164124	38164625	501	*	4.66	5.05	3.95	1.1	0.0142	0.0779	19905
chr1	32426612	32427113	501	*	6.27	6.52	5.87	0.65	0.0142	0.0779	19911
chr1	184076427	184076928	501	*	5.04	4.68	5.39	-0.7	0.0142	0.0779	19912
chr8	100506535	100507036	501	*	4.92	5.24	4.41	0.83	0.0142	0.0779	19913
chr11	133945789	133946290	501	*	4.64	5	4	1	0.0142	0.078	19920
chr13	50002054	50002555	501	*	5.31	4.95	5.66	-0.72	0.0142	0.078	19921
chr6	34609123	34609624	501	*	5.89	5.55	6.23	-0.68	0.0142	0.078	19922
chr6	170306720	170307221	501	*	7.82	8.01	7.54	0.47	0.0142	0.078	19924
chr2	222866235	222866736	501	*	5.05	5.37	4.5	0.87	0.0142	0.078	19925
chr4	94623526	94624027	501	*	6.04	5.73	6.35	-0.62	0.0142	0.078	19926
chr5	15013603	15014104	501	*	4.83	4.38	5.24	-0.86	0.0142	0.078	19927
chr8	80612898	80613399	501	*	5.82	5.51	6.14	-0.63	0.0142	0.078	19928
chr1	33633195	33633696	501	*	4.85	5.16	4.32	0.84	0.0142	0.078	19930
chr15	58339493	58339994	501	*	4.61	4.13	5.04	-0.91	0.0142	0.078	19933
chr12	95837446	95837947	501	*	5.43	5.72	4.94	0.78	0.0142	0.078	19936
chr22	21941922	21942423	501	*	5.38	5.67	4.92	0.75	0.0142	0.078	19937
